inputName,size
11,22
19,32
12,24
38,19
81,8
5,2
40,17
70,20
23,21
72,16
79,24
78,30
87,23
6,4
68,29
69,20
1,21
45,14
33,18
15,30
93,21
24,17
25,6
26,12
48,25
71,25
76,3
7,9
50,26
22,4
4,20
32,24
77,5
91,28
42,5
13,23
41,8
55,4
31,15
66,18
65,12
62,6
21,31
95,8
84,13
58,10
64,12
83,27
94,13
0,23
99,11
96,22
67,30
61,28
43,11
2,12
54,32
30,14
59,24
85,23
74,31
90,15
18,3
52,31
44,31
17,10
36,18
49,17
86,6
37,14
56,12
63,28
35,19
97,8
75,29
57,28
88,27
10,21
53,15
8,25
39,14
47,21
60,20
89,13
51,26
14,13
28,31
16,21
34,8
82,19
46,23
27,19
20,13
9,20
92,24
3,9
98,22
29,8
80,29
73,12
