inputName,idum
values_11,-287974701
values_19,-1707961915
values_12,366760453
values_38,1701068270
values_81,-1796098214
values_5,-1030827149
values_40,-2104497046
values_70,2064291472
values_23,616886768
values_72,1224299675
values_79,2120477361
values_78,-1340977242
values_87,409345817
values_6,1312971938
values_68,-1455055824
values_69,2009899356
values_1,480533180
values_45,-2037699656
values_33,1930503891
values_15,1928976162
values_93,81305669
values_24,-1153794472
values_25,1468890581
values_26,1792374272
values_48,-525568075
values_71,626891686
values_76,445742818
values_7,-1918472649
values_50,-1342985419
values_22,-452741870
values_4,-651892592
values_32,2021111557
values_77,-1033016466
values_91,-1433490363
values_42,1500874613
values_13,-1287218516
values_41,51578336
values_55,-1758401721
values_31,825419851
values_66,1265982508
values_65,-1268506586
values_62,-1492665171
values_21,-1751089469
values_95,-2063914863
values_84,2103285872
values_58,-2051939984
values_64,-703470606
values_83,1158851330
values_94,-504143179
values_0,1244865286
values_99,-1125264887
values_96,975750078
values_67,470419957
values_61,-1112333144
values_43,595446101
values_2,-2071639849
values_54,1005963220
values_30,-1301387599
values_59,-1336716338
values_85,-182045033
values_74,-1550995273
values_90,-2023784127
values_18,1479128392
values_52,759695847
values_44,-2076489481
values_17,-1639525190
values_36,1326647069
values_49,-632867458
values_86,1538853015
values_37,-768455601
values_56,337075341
values_63,1374794638
values_35,68724568
values_97,2076652941
values_75,769003040
values_57,1148016500
values_88,52669796
values_10,-1581026143
values_53,-752060162
values_8,647012255
values_39,-1781785240
values_47,549772475
values_60,398765951
values_89,674252156
values_51,613620757
values_14,-82559792
values_28,12799274
values_16,-835223832
values_34,1116321850
values_82,4361892
values_46,-1630111443
values_27,579605721
values_20,-302696132
values_9,-165345648
values_92,75793725
values_3,-925409310
values_98,2134504812
values_29,-1571522154
values_80,-364509479
values_73,-992953464
