inputName,idum
11,-24
19,55
12,-41
38,-81
81,60
5,44
40,-83
70,78
23,-50
72,117
79,38
78,-84
87,24
6,-68
68,62
69,-46
1,-27
45,-106
33,12
15,1
93,-38
24,102
25,50
26,-3
48,110
71,-96
76,114
7,-10
50,58
22,100
4,100
32,-114
77,42
91,54
42,-18
13,-77
41,99
55,-8
31,110
66,-102
65,-98
62,-76
21,46
95,-111
84,-68
58,-128
64,107
83,32
94,101
0,76
99,-121
96,-3
67,51
61,-48
43,-15
2,86
54,29
30,12
59,103
85,94
74,-2
90,27
18,-88
52,-61
44,72
17,92
36,-70
49,21
86,68
37,27
56,74
63,56
35,-26
97,99
75,63
57,-112
88,-37
10,116
53,-47
8,116
39,91
47,63
60,-114
89,79
51,57
14,58
28,-11
16,122
34,100
82,-65
46,110
27,121
20,-15
9,113
92,-64
3,-100
98,-101
29,7
80,-105
73,-97
