inputName,idum
11,1053364740
19,1256320483
12,-1210276448
38,1182765920
81,505768265
5,1511248144
40,-501070026
70,-961615668
23,-1727352383
72,1409667189
79,1943688183
78,752857544
87,-554884767
6,-94883439
68,-968437210
69,1179851783
1,1509522191
45,320912708
33,1271697407
15,-103540672
93,-740079065
24,-569269572
25,1502848749
26,-1053011736
48,364516192
71,1076935321
76,-395880282
7,-1213923485
50,-717586545
22,1945895231
4,568266071
32,-1971838932
77,1284036899
91,-1303145797
42,1891432365
13,1875209278
41,-703581869
55,-1410407998
31,1944098507
66,424063928
65,-579225301
62,1941393007
21,255890108
95,417640848
84,-897999613
58,1180069847
64,1750340947
83,1463274382
94,-346985532
0,-1933304970
99,124381191
96,-18330310
67,-689498186
61,-696885116
43,-1690371667
2,-1255338502
54,-1998534374
30,-504212502
59,2017634514
85,-242040424
74,-1164683441
90,-735583937
18,-453004151
52,1619091909
44,-901438958
17,-1466666435
36,1433500808
49,888849191
86,173114791
37,-2123974576
56,-1907296297
63,1860762207
35,-677614997
97,-388339254
75,120568666
57,223848395
88,-571055158
10,-1471952527
53,-2009568783
8,-2019238471
39,142774243
47,-1737269445
60,2063119595
89,-1964846083
51,1036304420
14,1401177871
28,1771072004
16,1758889007
34,1383000767
82,1367990543
46,-2123001697
27,-150876446
20,1737540782
9,439889172
92,1156468162
3,838422564
98,1594027726
29,-1239194175
80,1919330868
73,-1833662632
