inputName,n
11,53
19,90
12,112
38,26
81,24
5,54
40,108
70,105
23,127
72,81
79,19
78,44
87,47
6,54
68,67
69,103
1,105
45,9
33,118
15,71
93,41
24,5
25,40
26,91
48,113
71,108
76,61
7,126
50,55
22,47
4,91
32,3
77,79
91,112
42,23
13,76
41,55
55,83
31,48
66,9
65,90
62,51
21,102
95,52
84,108
58,59
64,60
83,48
94,121
0,49
99,16
96,89
67,106
61,7
43,61
2,116
54,100
30,12
59,8
85,123
74,48
90,99
18,17
52,26
44,89
17,52
36,50
49,60
86,92
37,104
56,110
63,3
35,120
97,55
75,81
57,122
88,45
10,85
53,94
8,113
39,43
47,4
60,82
89,60
51,44
14,7
28,114
16,25
34,70
82,56
46,47
27,15
20,3
9,96
92,53
3,61
98,125
29,76
80,12
73,3
