inputName,val
values_11,5755258951727048491
values_19,4908622625547777490
values_12,9086786681217933525
values_38,7852304655598234480
values_81,7622133872498136519
values_5,2042677032718318801
values_40,7194403645505226801
values_70,217728354115563607
values_23,6461615687974386222
values_72,5720478002247768572
values_79,5448612144651211721
values_78,51428950890607636
values_87,5186165821507769541
values_6,6984435342487468821
values_68,7526831708970378556
values_69,5779793223294020238
values_1,7567024604807978193
values_45,7798585101623819223
values_33,4428783925781696522
values_15,7022680512050656909
values_93,5307484014482662664
values_24,1578951685683748565
values_25,3308613142450583832
values_26,627836467459485016
values_48,6979106076093662925
values_71,1942479902942021023
values_76,7226672871076847133
values_7,1090896728479314308
values_50,3558753913085203179
values_22,4834695473412571971
values_4,568899220201761468
values_32,7463296220074352575
values_77,4768178657773697672
values_91,4659067852616003602
values_42,420030559730501414
values_13,3859232851627459939
values_41,3761886074899035515
values_55,6608346435458425958
values_31,5477723167274227793
values_66,5082791922125570542
values_65,5907380781236217819
values_62,7504476265381448296
values_21,6169882361662324934
values_95,3297948703959756691
values_84,5871552852673973025
values_58,2346140988444459975
values_64,987842540575517092
values_83,693163112500426749
values_94,80660164295165888
values_0,367088645683105098
values_99,537393246995246203
values_96,2732542670661953637
values_67,1181327988316078106
values_61,825057335593809576
values_43,1355383081433203404
values_2,5017481824517574904
values_54,1821189676761704161
values_30,7736151552168229911
values_59,3716665952129008854
values_85,5399112002366000680
values_74,6597486266760433455
values_90,3427255382337995605
values_18,1000963714965468730
values_52,4645968687608962124
values_44,1096734926807487015
values_17,7306069716635551821
values_36,5556006059085399514
values_49,607998234120009176
values_86,134297461853931395
values_37,4090181468568408871
values_56,750160144937797655
values_63,554149377419374339
values_35,278212310009572566
values_97,6620691843250103449
values_75,3489592343147533977
values_57,8412208276377349155
values_88,135356571789759134
values_10,6541273704355990606
values_53,7829171817897940534
values_8,4626749231663319558
values_39,3684697981445289991
values_47,9189191869721025636
values_60,7603693271116508350
values_89,7993174146080887374
values_51,8895244181502697326
values_14,5734314954241844525
values_28,974552393617764658
values_16,5634467106262118735
values_34,782408633503577962
values_82,7844713084480197889
values_46,7995125368207080715
values_27,7631464510511820012
values_20,3203559807021876127
values_9,3726184750562677098
values_92,7322809655631081134
values_3,9085767075814341066
values_98,1560625666432376503
values_29,4994411103242802868
values_80,3527564019295514711
values_73,5358093521702280525
