inputName,val
11,3275552392134998584
19,460913715778856315
12,1855606353759621439
38,2467830674175868283
81,5444253859638395970
5,5607631665645393049
40,7485069568351020052
70,6135449021387167665
23,4742415849126429866
72,8447800884140422628
79,7835511194181540943
78,4542640031218265874
87,5828296523845426187
6,6934150012718653227
68,3615308220230607335
69,5637707039565094563
1,2988591188194423932
45,6073658616205787861
33,3147780502726607633
15,7500262167485369028
93,4019887901719135830
24,864235128177995778
25,8827179016721692682
26,1040334800856029785
48,776806543583978314
71,682739496278791911
76,4898637796677085407
7,8286013408663636403
50,6528296063839570307
22,2662727342495501226
4,5306652323096223017
32,2282754660882881990
77,7290706732162530076
91,5374930160878401273
42,6477887289947056916
13,6274172235743991916
41,2714505826276979411
55,7753140441636330355
31,6981887945595420697
66,1324108582019944901
65,4097704993735479529
62,1738349753089236871
21,181096571127006157
95,6903163402492345078
84,4721466627933287844
58,6069367993706376158
64,4286101881879580341
83,2462126379605674350
94,3113121898406779597
0,1539381970197948783
99,2661032043811295499
96,1838533010451759502
67,3094652983706316753
61,1465040122361834195
43,7341033943467033045
2,7312248306957442331
54,7079488576340998435
30,2269078989860686618
59,8627762562111252759
85,1942143597249326599
74,1013342145278242222
90,5994377145923181363
18,1594196300802650586
52,410161658094959587
44,6074380839543605545
17,197025109165767915
36,2339439681824129985
49,6597370838700083305
86,3378882177308908164
37,7908040371238393336
56,5143118810165395055
63,1892366458829186788
35,4441693244500176692
97,7156298371177770251
75,637044910055068741
57,4624500195131768259
88,8157364803022517240
10,7712036788362792555
53,9093707552970308307
8,4011738086946017542
39,3294033718078463415
47,9151644713714714190
60,1937577622677482441
89,8566987638217840614
51,4525129349328660550
14,1748021183708854568
28,1902896779724868050
16,8351258785490470341
34,9188417805771762546
82,566382673515183864
46,7099267510557028891
27,6611150168225826237
20,2164366260782199513
9,5626642108471192711
92,8073603910140966703
3,2279675119542054129
98,8783441869900174115
29,486680094261299503
80,4522456538105602773
73,3304657124637971084
