inputName,size
11,21
19,6
12,32
38,3
81,22
5,4
40,3
70,12
23,31
72,16
79,12
78,7
87,23
6,11
68,22
69,15
1,8
45,22
33,14
15,21
93,26
24,24
25,29
26,26
48,7
71,7
76,31
7,22
50,10
22,9
4,14
32,10
77,21
91,11
42,13
13,26
41,24
55,14
31,23
66,8
65,3
62,15
21,7
95,22
84,7
58,17
64,22
83,9
94,14
0,18
99,28
96,5
67,9
61,24
43,27
2,21
54,24
30,21
59,30
85,27
74,31
90,30
18,11
52,10
44,5
17,13
36,15
49,17
86,25
37,23
56,20
63,29
35,16
97,29
75,9
57,4
88,21
10,5
53,5
8,31
39,3
47,10
60,10
89,19
51,15
14,5
28,4
16,2
34,13
82,24
46,21
27,14
20,16
9,13
92,13
3,29
98,9
29,19
80,16
73,29
