inputName,idum
11,31606
19,19445
12,-21147
38,-19925
81,9320
5,26068
40,-25768
70,-162
23,-2540
72,-14761
79,-10807
78,-17468
87,-23227
6,-21108
68,-28434
69,-32380
1,-28434
45,-9028
33,-3927
15,13933
93,-12971
24,12986
25,19080
26,17888
48,13655
71,-6415
76,-14112
7,17501
50,27142
22,-5382
4,15158
32,-4654
77,-14355
91,20919
42,25717
13,1418
41,-30176
55,-7927
31,-13024
66,17669
65,-9194
62,24002
21,-9499
95,13865
84,-9778
58,17476
64,19202
83,-5313
94,-8889
0,23968
99,-3975
96,-7800
67,10098
61,-23344
43,-22159
2,-19937
54,-5339
30,15137
59,22485
85,20119
74,-4665
90,28099
18,27120
52,6478
44,-13925
17,-10337
36,-10866
49,24810
86,6488
37,-6649
56,-15923
63,-9429
35,-19515
97,-18082
75,-17604
57,-7051
88,-19867
10,-21348
53,17856
8,17944
39,21381
47,-31032
60,-18582
89,28755
51,-21022
14,-31741
28,-14157
16,-20721
34,-13337
82,-6178
46,29060
27,-13944
20,20085
9,-31381
92,21530
3,-8453
98,27756
29,-8490
80,13993
73,-8114
