inputName,nn,size,isign,data[size]
values_11,4,23,1,"{-851603108, -607810075, -378935856, 907225847, -314573029, -1866596369, 1734793495, 1716579804, -973145964, 2077712156, 798875446, 490195374, -1498334006, 1748756027, 1185829148, -244080253, -1519906789, 1823747871, -606560142, -2049292602, 461975219, 721317689, -304408610"
values_19,4,11,1,"{995774521, -468898429, -671759819, 1060307474, -1545325674, 482127682, -1726973775, 2067007817, 1014920347, -1969455121, -1456684506"
values_12,4,5,1,"{-2113061114, -1913596518, 58162522, -845123978, -1483571798"
values_38,4,18,1,"{-944472280, -1440687520, 1347004118, 633609021, -1490507544, 572728320, -1683831223, 257750775, -860115236, 657863586, -539949558, -1197619802, 1856023572, 673248778, -1736087932, 1275863459, 2045876471, 1910437195"
values_81,4,23,1,"{570725437, 561831540, -1418737622, -1506710696, 60184407, 340321571, -356146498, -1999390976, 1418829737, 625185368, 513737289, 1091526336, 387042075, -1864865738, 1100703029, -1156590495, 284821519, -2037243833, 1561400715, -839477323, 311548494, 114444105, 1611111046"
values_5,1,16,1,"{-660717910, 2131511893, -2065913088, -2024248579, 237114475, -460849436, -734908377, 920273681, -470685508, 150276175, -209084245, -750219839, 1502138397, 1943181745, 1539427099, -1267926769"
values_40,3,21,1,"{914059228, -494414033, 575934974, -2061755060, 1829621163, -1999418810, 837623046, -772091692, 361599874, -1924192048, 951280686, -1214122619, 1744033717, -1739522150, -750422283, 1188926095, 1791014589, 100008347, 1403009772, -403387855, -1910576990"
values_70,1,21,1,"{-730177311, -1793440406, 900168602, -1121966457, 164843387, 95414059, -2121204420, -1029668247, 1963586602, -206470662, 1400394124, 1085029296, 1303408884, 652766345, -1271202656, 2100854755, 409444966, 2113865301, 990656572, 2085245138, 1764000803"
values_23,3,26,1,"{-694594876, -685357322, -52729413, -323821246, 733010818, -1047031373, -320752430, -1501752727, 1163911040, 2415923, 1005673274, 1816135884, -2080212197, 672845568, -123988900, -1973663767, -1819423233, 814314411, 501096912, -1240552971, 1255941229, -260387440, -1944580564, 44214063, -2044367571, 668566308"
values_72,1,5,1,"{1118241357, -766808563, 1233187853, -2111033594, 1055402848"
values_79,1,11,1,"{-16609308, 233212924, -702085696, -387464826, 1301141011, -241316155, -862129756, 918418987, 960587653, -1037713463, 472430807"
values_78,1,18,1,"{22097514, 775816244, -598460355, 1012020395, 1954994062, -858601833, -92962134, -509547777, 293220859, -993782117, -151399348, 418504923, 1627647827, -1214937854, 2076509829, 1826503175, -843630931, 1161179338"
values_87,4,23,1,"{1766704762, 714554758, -506311034, -1016149376, -130711258, 1426023759, 265063690, -816907704, 1877511093, -1283200401, -1312444716, -1635510736, 1922160459, 1556444715, -225916900, -770681152, 186052248, 605930573, 753866821, 412988134, 519271974, -1424770813, -1928800383"
values_6,1,26,1,"{1104567166, -1304856793, -1415955585, 560575783, -50114260, -1941633666, 200325634, -1929726049, 508867449, 1280913942, -258213403, 343864980, -1508296041, 309293072, -213312026, 484300696, -472450601, 642557100, 1395109067, 53497345, 1549726457, 510062298, -12880365, -738867042, -1222452926, 349963934"
values_68,1,18,1,"{-950556223, -1396986655, -2063673620, 1535805725, -250675940, 336215875, 301665661, 650134468, 1193467159, -1614507532, -969734702, 98794311, 478057732, -645617873, 2023579860, -1236399159, -1289993606, -965577706"
values_69,1,11,1,"{-142635459, 2062848386, -469750698, 2064581442, -1301173509, -792382140, 772520238, -1017340906, 1805694473, -1838835804, -1955527294"
values_1,1,23,1,"{1204794729, -1840414808, -1719421016, -1104506862, -739952116, -1336245626, -2135609834, 799365296, -977738174, 1301386677, -185796544, -518544431, 1351392665, -460482405, 14190902, 489024698, 2088702033, -1366539559, 1436985271, 1021168054, -183859156, 178706652, 2071165275"
values_45,3,16,1,"{-1823169145, 189848656, 1602829719, -1516600304, 1700292425, 2027989659, -1395596923, 1263290841, 407687572, -279700328, 1552005996, 1812228275, -456975383, -1437994264, -1893021807, 1197134818"
values_33,4,26,1,"{-1321109587, -816513718, 1253492962, -1393389263, 397589194, -2016623899, 1806617288, 280452570, -728703638, 898048291, 2081699522, 1563052544, 1983868917, 981867908, 968825140, 1421663802, -1237751563, -1695533511, 283681368, -1738812215, 1188287667, 485061247, -936444964, 301878027, 1940179364, 163570963"
values_15,4,16,1,"{-951016277, 801160189, 846033487, -2017227296, 515048428, 178594423, 1438610528, -2078344657, -392830785, -1594831228, -1557740543, -1445146628, -658383762, 1476145229, -10268194, -1080905342"
values_93,3,26,1,"{-1071991266, -273781674, -306429649, -1377406544, -898794235, 1394010772, -2126717443, 100673105, 326662832, -1334538389, 45655768, 1831472638, 1213233251, 1958120194, -35337351, -1469731148, 1321484769, 960758059, -574751530, -1291625984, 2045538073, 540884311, 490260779, -1634472675, 34183163, 1389892306"
values_24,3,32,1,"{284120841, -1825803199, -138472424, -1405493143, 795392483, -198695971, -155966883, -1093298328, -1610049626, 43894345, -257764050, -1466115552, 1373080992, -1399316049, -2145699822, 1532394521, 837509844, -946692957, 564325379, -763128747, 2090054696, 1411759470, -606747984, 1421444737, -585343129, -2095395118, 128183382, -962045013, -1394140582, 1750662801, -1721222015, -714119364"
values_25,3,16,1,"{-259975992, -1283857545, -1839787983, 558920470, -1532508583, 548617527, 1215202577, -2097082308, -1133347397, -109441483, -1352200617, -908567627, -1909459391, 2054631390, -720337380, 243420270"
values_26,3,26,1,"{-1815094910, 556105388, -1243267056, -341161372, 1748887398, 1404037585, 1205413204, 1417695963, 1081584910, -1322671214, -1329701566, 1400622880, -96420940, -953820822, 1396590529, 788954957, 709173881, 2115076985, -2141835245, -1022387798, -718114379, 332759133, 1325996721, -2115762459, 1625508504, 734431594"
values_48,3,18,1,"{-1813383105, -1938949096, -1927653299, -483885256, 1516672295, -952983781, 1120768689, 1424109480, -1678729491, -606868497, 521270740, 1772626989, 582625935, 1458470998, 1577159494, -1273107067, -1187852690, 2024318171"
