inputName,size,arr[size]
values_11,30,"{94, 42, 58, -103, 2, -114, -67, -107, -122, -21, 41, -82, 75, 22, 56, 18, -101, -45, -75, -95, -63, -107, -45, 88, -125, -80, 12, -37, -91, 70"
values_19,20,"{-1, 4, -100, 117, 34, -17, 30, 90, 44, 18, -81, 75, -30, 7, 14, 67, -10, 126, 52, 72"
values_12,24,"{-91, -44, 35, 98, 96, 38, -8, 31, 89, -124, 74, 108, 109, -98, -118, -89, 48, 36, 96, 62, -6, -79, -107, 10"
values_38,4,"{76, 109, -24, -82"
values_81,14,"{44, -70, -72, 112, -36, -23, 114, -50, -73, -128, -45, 7, -46, 113"
values_5,26,"{127, -34, -94, -3, -125, -45, 113, -38, 54, -76, -13, 110, 48, -97, 15, 114, 124, -2, -22, 79, -22, -27, -41, -87, 50, 112"
values_40,15,"{-69, 119, -33, -59, -2, 0, -29, -127, -85, 53, 32, 20, 101, -70, 23"
values_70,30,"{-108, 106, -65, 66, 19, 120, 37, 91, -46, -109, -9, 66, -31, 14, -40, -67, 13, -37, -58, 82, -18, 112, -105, 48, 84, 62, -124, 86, -93, 57"
values_23,29,"{102, -102, -87, -28, 121, 54, -23, 34, -98, -123, 78, 98, 110, 65, -8, -97, -110, -32, 83, 30, -121, -41, -24, 113, -58, 66, 26, 93, 52"
values_72,14,"{94, 40, -102, -10, 110, -90, -105, -6, -9, 44, -116, -126, 48, -14"
values_79,19,"{2, 40, -113, -84, -103, 44, -47, -119, 109, -20, -127, 108, -52, -20, -44, -8, -7, -16, -69"
values_78,24,"{8, -102, -120, 71, 56, 51, 34, 80, 69, -27, 50, 94, 80, 75, 122, 47, 89, 102, 122, -11, -17, 52, -18, -35"
values_87,25,"{114, -101, -68, -31, 66, 51, -99, 71, 12, -81, 27, 16, -40, 72, 1, 2, 115, 29, -22, 102, 23, -77, -96, -72, 51"
values_6,11,"{-91, -56, -81, -9, 20, 6, -99, -11, -109, 48, 57"
values_68,7,"{-17, -34, -32, -87, -122, 16, 43"
values_69,18,"{-24, 70, 87, -94, 105, 79, -123, -33, 117, 6, 121, 54, 56, -26, 72, -44, -50, -89"
values_1,28,"{-115, -89, -31, 32, 61, 115, -125, 65, -112, -17, 71, -98, 73, -124, 76, -102, 6, 87, 94, -89, 32, 93, 1, 96, 86, 21, 35, -108"
values_45,8,"{20, -57, 14, -74, 47, 82, -49, -24"
values_33,7,"{22, -48, -92, 70, 49, -13, 45"
values_15,7,"{71, 88, -14, -19, 109, -45, -21"
values_93,27,"{-30, 23, -50, 67, -87, -73, 36, -37, 72, 99, -81, 43, -20, 47, 50, -18, -11, 49, 49, 73, 118, -9, -2, 47, 43, -39, 38"
values_24,27,"{75, -44, 72, 110, 90, 119, 122, -69, 116, -23, 71, -112, -66, -95, 33, -104, 43, -69, 14, 124, 51, 114, -49, 55, -31, -97, -97"
values_25,27,"{34, -82, 19, 36, -32, -110, 88, -123, 97, 66, 21, 65, 74, -111, 64, -114, -32, 116, -90, -20, 70, -44, 21, 61, -69, -51, -31"
values_26,28,"{8, -29, 69, -27, 31, -105, 106, -64, 103, -77, -91, -86, -60, 93, -82, 22, 40, 119, 23, 10, 71, 115, 100, 7, -54, -65, -106, 112"
values_48,14,"{-21, 81, 121, 59, 124, 69, -74, 40, 72, -61, 108, 111, -31, 115"
values_71,15,"{32, 79, -73, -97, 50, 117, -42, -29, -58, -74, 112, -12, -17, 12, -82"
values_76,8,"{12, -51, -36, -76, 41, 67, 125, 31"
values_7,9,"{-75, 33, 107, 4, -18, 51, 71, -49, -79"
values_50,24,"{24, 97, 80, 111, 7, -34, -8, 4, 7, -118, -75, 27, 98, -97, -76, -76, 14, -11, 33, -39, -86, -55, 21, -39"
values_22,20,"{-103, -42, 114, -47, -93, 91, -10, 60, 17, 58, 85, -109, 114, 3, 14, 53, 85, 75, 65, -119"
values_4,19,"{-9, -82, 75, -122, 53, 111, -114, -113, 70, -67, -31, -12, 114, -121, -16, -92, -74, 106, -17"
values_32,3,"{-87, -5, -44"
values_77,7,"{-128, 127, -31, 43, 120, 113, 72"
values_91,28,"{-53, -94, 23, -33, -66, -33, 25, 88, 116, 54, -116, 57, 112, -19, 104, -46, -104, 58, 79, -119, -101, -121, -8, -4, 69, 16, -72, -4"
values_42,3,"{-10, 120, -73"
values_13,26,"{85, 30, 72, 55, 1, 115, 63, -65, 28, 120, 46, 0, 0, -88, 113, 69, 118, -16, -7, 5, -65, -100, -12, -124, -102, 82"
values_41,23,"{-75, 79, -86, 48, -124, 44, -13, -20, -108, -58, -99, 126, -33, 108, 23, -20, 90, -52, 59, -113, 88, -99, 109"
values_55,20,"{-121, 70, 1, 84, 81, -61, -77, 67, -73, -85, -119, -128, -115, 121, -81, 82, -127, -114, 46, -93"
values_31,30,"{50, -88, -60, -107, -3, 119, 53, 117, -19, -48, -83, 15, 92, -32, 122, -69, -103, 55, 123, -97, -98, 118, -15, 122, 40, 34, 127, -24, -51, -71"
values_66,30,"{48, -24, -34, -11, 103, -113, 49, 56, 27, 45, 28, 73, 89, -100, -65, -43, 98, 25, 35, -56, -12, -101, -13, 116, -4, -7, 108, -32, -100, -89"
values_65,6,"{-85, -58, -63, 101, 14, 47"
values_62,27,"{42, 56, 9, -69, 7, 15, -72, 59, 89, 53, 125, 52, -75, -96, -1, 85, 76, 98, -79, -89, 84, 18, -68, 50, 86, 67, -122"
values_21,13,"{-10, -48, -65, 18, 95, -123, 29, 91, 112, 10, -58, -112, 110"
values_95,29,"{30, 61, -128, -65, -68, 114, -120, 76, -1, 6, -74, -30, -111, -111, 79, 120, -128, 5, 93, -32, 123, -38, 84, 114, 4, 113, 85, 77, 34"
values_84,18,"{17, -66, 62, 40, 48, -23, -47, -7, 22, 88, 13, -27, 73, 114, -126, -24, -103, -114"
values_58,9,"{-50, 111, -64, -123, 84, 1, 107, 11, -88"
values_64,30,"{64, 61, 52, -53, -90, -21, -50, 57, -39, 50, 50, -27, 41, -115, -67, -101, 20, -64, -1, -126, -67, 41, 101, 80, 89, -47, 19, -100, -9, 95"
values_83,31,"{-88, -97, -104, 106, 81, -56, 97, -34, -115, 33, -24, -6, -90, -22, -52, -97, 29, -76, -99, 94, 125, 35, 120, 51, 107, 31, -46, -68, 43, -67, -23"
values_94,4,"{98, 44, -115, -127"
