inputName,n
values_11,96
values_19,92
values_12,23
values_38,15
values_81,115
values_5,112
values_40,87
values_70,67
values_23,34
values_72,80
values_79,71
values_78,60
values_87,50
values_6,43
values_68,94
values_69,98
values_1,107
values_45,126
values_33,38
values_15,24
values_93,101
values_24,125
values_25,15
values_26,4
values_48,77
values_71,27
values_76,107
values_7,99
values_50,24
values_22,102
values_4,28
values_32,126
values_77,95
values_91,101
values_42,25
values_13,49
values_41,68
values_55,108
values_31,117
values_66,101
values_65,21
values_62,6
values_21,62
values_95,76
values_84,79
values_58,125
values_64,72
values_83,4
values_94,10
values_0,25
values_99,55
values_96,92
values_67,94
values_61,69
values_43,65
values_2,56
values_54,10
values_30,105
values_59,95
values_85,66
values_74,58
values_90,36
values_18,72
values_52,115
values_44,84
values_17,101
values_36,126
values_49,50
values_86,121
values_37,104
values_56,16
values_63,78
values_35,30
values_97,118
values_75,52
values_57,3
values_88,116
values_10,58
values_53,25
values_8,98
values_39,5
values_47,86
values_60,14
values_89,19
values_51,69
values_14,35
values_28,40
values_16,77
values_34,9
values_82,31
values_46,27
values_27,68
values_20,107
values_9,71
values_92,102
values_3,78
values_98,75
values_29,107
values_80,12
values_73,88
