inputName,size,a[size]
values_11,5,"{1754434502.661, 2042718580.511, 2094814982.382, 899357814.944, 395442727.68"
values_19,20,"{260665370.125, 333522196.928, 1870954707.648, 1718824404.305, -1645787005.071, 1690344776.343, 370650866.068, -1559616084.978, -21408846.362, 1066678991.155, 366883184.685, 231405733.722, -96848143.949, 322987113.641, -8963365.33, 1474075931.026, 2129787254.48, -1955239629.605, 2069458181.875, -2067703730.684"
values_12,17,"{-2030824061.314, -319508350.668, -812596776.51, -1987050413.009, 1310334359.612, -2059942307.812, -57200599.239, -954727941.081, 318353462.582, -1433510696.464, 338133801.31, -600440601.125, 854421697.968, 163576224.478, 729129228.695, 2013191623.079, -1090820752.664"
values_38,27,"{-1972674731.34, -1279553669.517, 813304218.617, 1521657670.84, -1778984172.635, 1675689802.599, -912859260.074, 829551433.688, 1059777175.029, 2106998749.921, 1459855130.257, -1070807086.197, 1730814268.544, 1287859631.249, -611089852.205, -1772086171.943, 86056323.179, 817821270.781, -239585392.64, -312433557.422, 1858437666.374, -37835699.321, -2097786276.482, 1678217576.329, 203640011.532, -1493754832.113, 1052625975.92"
values_81,2,"{-1341579172.013, -1802159550.103"
values_5,15,"{1912976054.855, 1174537509.589, -1986774391.62, 2137717760.793, -191570584.009, -633560745.475, 881072650.956, 1397237330.24, -1661844457.891, 1968408073.168, 169420886.83, -1433936169.757, 599717659.231, -854473851.074, -567194112.861"
values_40,29,"{-530624783.709, -1586880023.32, -656798965.974, -1233116796.312, 2120160889.894, -863435453.997, 1331584253.218, -1463804319.605, -764241593.587, -642748696.15, 443806473.92, -1367449277.264, -1826952307.426, 1521514002.881, -308600121.12, 1928411850.629, -1430214009.555, -1043064572.165, -888766017.302, 807427420.079, 1732618190.747, -1341126262.587, 887887669.26, 1860841811.496, -1059506326.277, 1085336273.191, -1917020879.157, -294727204.699, 2098760864.261"
values_70,26,"{-1830522129.92, -1514344306.908, 334314032.14, 2118363476.592, 147412654.883, -1702813356.616, 1063749050.191, 1004840327.928, -1960378793.592, 2000666937.029, -182945163.072, -155437365.331, -1702661405.843, 850939972.187, 847861374.072, 325701146.875, 1781799428.649, -950480511.291, -1035114604.181, 1150883188.136, -1506761.986, -1939493252.111, 2066568052.772, -1572993375.543, -1238557660.634, -958120164.258"
values_23,7,"{1299408962.019, 138927536.35, -383941874.205, 199808097.303, 62550957.893, -470294608.507, 607841276.436"
values_72,17,"{-211517791.605, -2036162954.887, -2042293487.802, -1893903637.135, 1500825097.724, 1911979428.932, 1119451509.241, -1800610831.422, 783516241.828, -345021717.401, 2029238712.377, 281504888.055, 214767700.996, 1898841859.779, -1019864805.566, 273651843.039, 1178479110.402"
values_79,31,"{-972304724.19, -455879396.108, -2049080881.872, -971307773.756, 611287082.017, 10953508.461, -709319973.132, 1621605797.117, -857090588.05, -1197420150.949, 1574447178.807, 158107609.074, 37879647.124, 2100599772.995, -1360228322.582, 1150645699.057, 1386807980.041, 1876839523.613, -57498262.506, -2144849312.484, -1313107686.019, 1671876732.609, 122467262.643, 821885979.23, 1347255311.116, -1252875979.974, 1580696682.457, -1800515970.258, -468699499.972, 1905819169.102, 1979115679.243"
values_78,8,"{313146062.096, -625658685.315, -1328553000.735, 1242124005.969, 1723408990.932, 1662587801.703, -1954836796.147, -1057447735.415"
values_87,20,"{318213357.593, -1857854720.164, -1920904386.416, -183815717.121, 24970374.943, 1553679577.579, 1011811502.351, 1895132069.607, 1452928854.494, 1872933375.559, 1919111990.597, 76411115.084, 625033884.199, 1686604768.333, -1645115067.599, 1264500.349, -1189807107.88, 611933840.273, 1804328344.929, -178010564.101"
values_6,22,"{-444504246.989, -1803887526.523, -71148744.76, -796822024.74, 1659199975.416, 2063875119.887, -2092730399.436, -266584939.862, -809984660.297, 1276822335.557, 1401035181.278, 1073120761.035, -1692227115.991, 1514562847.233, 1330699933.493, -2042831763.436, 1919907216.509, -57386695.294, -449418263.281, 633867512.916, 1441897310.579, -1035847374.408"
values_68,32,"{-734617082.529, 1112424555.374, 581413909.792, 405074369.395, 1292165225.93, 1014686671.701, 2138648724.458, -760040220.413, -160811566.234, 1041657538.68, 835437691.45, 1964832605.589, -1111873233.472, 1786036622.121, -337515523.447, -326441147.724, 1917473801.329, -1815518360.326, 1203971626.303, 412746807.037, 855177921.093, 429308963.389, -1226571937.612, 1128097298.837, 500654121.781, 71025437.573, 61044485.683, 1363475693.806, -231014763.558, 762839655.205, 857126000.575, -1669244253.815"
values_69,23,"{-1201038506.809, -1909917275.592, -1966565273.913, -2099384984.082, 197103908.501, 333129771.711, 1959090416.481, 1056873779.427, 1831650408.442, 552513066.025, 1713187739.678, 573888409.291, -1332368082.885, 1688031229.298, -884892226.47, 207254909.186, 950961618.852, -438266637.58, 2003743584.011, -1249020029.884, -562054793.154, 1845949790.374, -925265991.908"
values_1,3,"{729148851.975, -623515171.335, -49953484.112"
values_45,18,"{-1676486989.172, -425664691.881, -966882729.22, 1272941160.073, -1131850984.16, -1209759421.435, -61847677.496, 1640029220.23, -702519621.791, -1056530396.438, 555082851.08, -1609147454.507, 1137423866.117, 57660288.974, -1559393943.173, -176027168.406, 1189883669.235, 462432562.026"
values_33,21,"{-77156159.299, 1918674721.473, 964998941.668, 1477821415.392, -1112740772.076, 1119010326.27, 389232462.033, -1594129132.886, -580160662.24, 1394563918.261, -484152102.166, 1443331826.197, -510615032.183, -655359893.449, -1359053070.088, -1683763497.176, -1526091094.33, 432871875.764, 594858468.095, 479373438.235, -2008143774.446"
values_15,16,"{1894577839.982, 2073527923.388, -222511240.757, 2095636054.524, -620726259.342, -2123041472.72, -1968502462.993, 1071937924.869, -1887699443.098, 1978849513.609, -373871460.02, -1979508225.94, -1785122586.403, 701819336.075, 585797017.171, -1028072607.503"
values_93,22,"{-869526682.355, 558836191.107, 1538591566.577, -1222319014.091, -905457521.685, 1377166536.031, -1981973571.974, -14618582.155, -898456793.195, 1092554681.231, 1655421694.078, -824577747.945, -418183227.223, -555109393.569, 1187535919.426, 1353676599.825, 1057797588.983, 1596872047.369, -1723821200.565, 1251989165.628, 2002701.831, -872272381.46"
values_24,31,"{241596759.844, -1723123382.326, 1115989854.332, 1992539251.797, 861503741.664, 1655664045.165, -722085785.103, -1094880446.048, -39800945.619, -756324653.184, 2037151487.179, 559900487.714, 860726937.233, -1861020373.809, 1144517944.053, -1827113078.311, -1359193687.893, -507896638.596, -1644771247.501, -1695156099.857, -576747149.67, 1079240916.287, -1199172469.714, 1415965288.23, -1255849450.652, 1975634999.217, -1494228480.499, -1718328016.644, 629775924.685, 97346706.266, 1708815676.383"
values_25,9,"{776312718.078, 1455744446.413, -855769639.87, 283371220.953, 631625159.288, -1231868882.595, 1992405074.273, -45421745.372, 994938181.129"
values_26,14,"{-126903251.731, 282782999.974, 1557106659.497, 1854780925.709, 1112904475.04, -2024947971.562, -1370440319.17, 197859769.573, -1220877442.018, 1054349286.079, 588315328.68, -483357458.216, 1635559757.815, -2004439335.051"
values_48,12,"{1759967100.936, 1531325221.758, -1466775029.598, 1166057404.791, -1097405029.754, 195780295.171, 787232090.876, -165701953.196, 1914115961.098, 1533162904.536, -2105956272.735, 1596155033.278"
values_71,15,"{541571383.134, -427269446.624, -1050016595.478, 1738763835.583, -1299547084.481, 142548869.433, 504977726.139, 1189528827.087, 1265224776.805, -731577002.718, -1142110036.228, 1666048298.873, -535287082.536, 1387128440.744, 786982599.487"
values_76,7,"{1277253059.748, -738405996.652, 870423763.14, 1552520652.116, -1799736964.589, 775199049.198, 1275084150.93"
values_7,4,"{142316480.969, 1219524172.557, -1139036561.532, 409811963.989"
values_50,26,"{2057726953.507, -2141333702.066, 677405064.264, -86363879.355, -336589690.621, 566447507.924, 1254104998.774, 1226444117.906, -1359107277.515, 1209194840.086, -2046892221.001, 52717308.584, 951319153.117, -1220297892.569, -1666079009.162, -79861465.285, -1545492897.12, 12769223.35, 637701110.254, 2072337910.122, 980063789.065, -1244857477.825, 1729311379.945, 1696902995.299, -1254009926.934, 422163476.146"
values_22,29,"{973250481.681, 1929819360.992, 341002522.346, -1959289589.825, -260919133.229, 817890611.269, -988422390.117, 1782920301.025, -2095710120.968, 1741344845.542, 1892115365.983, 61179360.267, 1414144749.569, -901958330.572, 1631435403.988, 1789494690.534, -1835284949.135, 212714591.74, 2115811258.341, 938946012.228, -258321874.387, 104512545.315, 2107031545.195, -418788156.734, 269194937.635, 1541496711.786, 1048612061.322, 384832594.62, 1155756428.031"
values_4,27,"{-2135278092.135, -147101022.239, -1551977861.527, -457501685.799, -1958854815.385, -1485325142.985, 666519046.86, -1181079026.159, -1214408699.048, 1785021962.084, 1563306560.361, 470174039.516, 478480896.437, 137906731.695, -1231315187.087, 1416210803.308, -869623398.354, -1163896363.773, 1107423185.2, 891693826.948, -2009818403.834, -92306662.228, -700436534.536, 1052841601.233, -29559214.831, -1616141300.66, 1642946929.751"
values_32,7,"{1555987362.654, -858553522.132, -2000396281.573, 744852383.696, 1119869237.524, -1892612740.609, 1589421977.022"
values_77,8,"{622398711.597, 831251008.775, -501566122.519, 1421067605.896, 1976863203.652, 212207769.112, 150967668.15, 1818209569.529"
values_91,25,"{1386875314.296, -817468029.452, -1580544262.832, -2137550300.916, -1490791756.705, 1055468202.733, 1068920023.073, 6495072.554, 1924898291.533, 779607465.177, 1528509137.687, 2062828372.971, 990261516.398, -1340880090.144, 798914376.085, -537066102.107, 689942629.07, 386658657.145, 1746369012.244, 975897553.189, -593445507.804, 1352322562.244, -1927773401.281, -2035705703.374, 144493235.235"
values_42,12,"{538518331.958, 1369059117.66, 1183690245.384, -2141582130.268, 1809363260.587, -1933335657.896, 2103461058.551, 72768383.783, 1226476191.398, 80703787.642, 1041724710.325, 1129158176.569"
values_13,22,"{740049056.999, -1445442733.339, 864285035.838, 1785677705.54, -658269919.801, 685044946.852, 1022532923.627, 2024277140.362, -828696691.356, -1138258703.83, -1882895317.046, -678550873.966, -257990176.954, 115348545.54, -1930854106.013, 2005510286.128, -384133513.335, -1978365894.614, -445650373.23, 1427935778.759, -812288066.124, -1744948744.396"
values_41,18,"{1140233236.132, -756083113.928, -1110833975.817, -765310149.562, 1228732157.366, 1925105481.693, -927843890.758, -1761060437.299, -502858523.222, -607990174.346, -1872604042.874, -367955274.08, 896963864.617, -193102588.276, 847203701.033, 573983550.495, 1466039013.178, -161047221.68"
values_55,32,"{-425384135.145, -1850876704.108, 282411686.65, 1248771493.143, 1962723411.443, 1221158929.686, -1724518986.749, -730335499.123, 718368223.137, -37185072.323, -228899873.362, -1345266432.885, 1029547834.879, 114762645.295, -1589110476.0, -1867398763.243, -885195285.422, 1262311112.738, -2093210627.848, 11107112.966, 1410541327.675, 724425662.522, -468258476.608, -299553607.034, -1002004061.747, 1511665871.774, 1764775529.07, 1214386577.469, 1050682827.965, -1203651510.271, 145906122.238, 1940866782.172"
values_31,14,"{1400830879.781, -188442137.306, 2058584555.227, 1521864613.127, -1079162647.143, -1681227260.22, -914191998.973, -1380627380.182, -1220912289.753, 1600817040.85, 1096226045.992, 763922250.986, -1339807148.79, 115214750.687"
values_66,31,"{-744285711.082, 2009767806.352, 2055701665.108, -1515651228.418, -463617453.352, -414985763.954, -2061431560.036, -433991306.268, -1762066070.248, 1584448950.266, -241147302.427, 263359258.594, -764038397.493, 329112960.493, -2067928958.824, 320344750.452, -373704228.013, -784584144.834, -1292625862.264, 942562463.564, -2024016618.521, -1606062327.913, 707974445.75, -809771030.535, 827168825.395, 1141549597.928, 165168830.736, 947082734.442, -1981484363.425, -1094106361.215, 429760419.354"
values_65,4,"{550145281.357, 1902008093.139, -834008254.402, -487280490.618"
