inputName,n
values_11,45
values_19,111
values_12,92
values_38,62
values_81,46
values_5,78
values_40,124
values_70,101
values_23,74
values_72,104
values_79,108
values_78,81
values_87,36
values_6,44
values_68,112
values_69,60
values_1,62
values_45,3
values_33,89
values_15,52
values_93,11
values_24,121
values_25,124
values_26,82
values_48,68
values_71,64
values_76,58
values_7,20
values_50,52
values_22,12
values_4,115
values_32,105
values_77,8
values_91,110
values_42,90
values_13,63
values_41,8
values_55,43
values_31,97
values_66,54
values_65,69
values_62,49
values_21,58
values_95,5
values_84,90
values_58,123
values_64,108
values_83,60
values_94,93
values_0,69
values_99,17
values_96,72
values_67,19
values_61,29
values_43,52
values_2,102
values_54,18
values_30,9
values_59,22
values_85,37
values_74,66
values_90,3
values_18,52
values_52,51
values_44,20
values_17,64
values_36,17
values_49,80
values_86,76
values_37,66
values_56,98
values_63,52
values_35,120
values_97,7
values_75,17
values_57,40
values_88,123
values_10,83
values_53,39
values_8,15
values_39,16
values_47,15
values_60,46
values_89,34
values_51,92
values_14,93
values_28,95
values_16,57
values_34,27
values_82,121
values_46,72
values_27,17
values_20,55
values_9,115
values_92,37
values_3,72
values_98,11
values_29,124
values_80,14
values_73,39
