inputName,size
11,6
19,2
12,4
38,2
81,5
5,5
40,2
70,4
23,2
72,2
79,7
78,6
87,4
6,8
68,8
69,8
1,5
45,3
33,7
15,3
93,8
24,3
25,6
26,5
48,3
71,2
76,3
7,3
50,4
22,6
4,8
32,4
77,5
91,7
42,8
13,4
41,4
55,7
31,5
66,3
65,6
62,2
21,5
95,5
84,6
58,7
64,4
83,2
94,6
0,4
99,3
96,8
67,4
61,8
43,2
2,5
54,3
30,2
59,5
85,5
74,3
90,2
18,6
52,4
44,3
17,3
36,3
49,3
86,3
37,7
56,6
63,8
35,4
97,8
75,4
57,3
88,7
10,5
53,8
8,7
39,5
47,8
60,2
89,3
51,6
14,5
28,2
16,5
34,8
82,2
46,7
27,7
20,7
9,3
92,8
3,8
98,3
29,2
80,4
73,7
