inputName,n
11,113
19,17
12,65
38,118
81,45
5,29
40,14
70,39
23,125
72,22
79,92
78,14
87,38
6,93
68,105
69,21
1,19
45,76
33,31
15,27
93,11
24,31
25,116
26,50
48,94
71,100
76,45
7,11
50,72
22,40
4,73
32,28
77,61
91,85
42,38
13,53
41,38
55,53
31,65
66,124
65,124
62,20
21,101
95,118
84,118
58,51
64,99
83,113
94,109
0,21
99,70
96,2
67,56
61,54
43,35
2,92
54,51
30,29
59,43
85,22
74,96
90,67
18,127
52,80
44,11
17,23
36,86
49,21
86,44
37,53
56,56
63,21
35,46
97,122
75,96
57,70
88,33
10,31
53,22
8,71
39,127
47,90
60,59
89,8
51,17
14,60
28,80
16,81
34,18
82,28
46,61
27,115
20,97
9,60
92,40
3,106
98,123
29,106
80,3
73,67
