inputName,n
values_11,288
values_19,11762
values_12,27599
values_38,30548
values_81,6339
values_5,30867
values_40,20931
values_70,12043
values_23,5460
values_72,32582
values_79,21768
values_78,17362
values_87,14806
values_6,19144
values_68,20087
values_69,21440
values_1,16595
values_45,3766
values_33,10449
values_15,30986
values_93,21089
values_24,13224
values_25,5374
values_26,23965
values_48,21684
values_71,29433
values_76,5602
values_7,7197
values_50,4904
values_22,23628
values_4,23526
values_32,3291
values_77,7685
values_91,11100
values_42,31694
values_13,4903
values_41,13816
values_55,8917
values_31,18277
values_66,23119
values_65,14634
values_62,7105
values_21,5641
values_95,21394
values_84,30747
values_58,5007
values_64,4148
values_83,14181
values_94,6077
values_0,25447
values_99,32254
values_96,9011
values_67,25289
values_61,4199
values_43,27022
values_2,21187
values_54,24839
values_30,24561
values_59,28581
values_85,26193
values_74,19038
values_90,13832
values_18,11809
values_52,30659
values_44,23166
values_17,32358
values_36,3507
values_49,29863
values_86,29744
values_37,27006
values_56,15778
values_63,22046
values_35,24309
values_97,25749
values_75,18349
values_57,9880
values_88,30585
values_10,32550
values_53,31974
values_8,8200
values_39,32764
values_47,126
values_60,30392
values_89,25876
values_51,30843
values_14,15285
values_28,26464
values_16,11018
values_34,13971
values_82,31916
values_46,15593
values_27,6038
values_20,17926
values_9,10538
values_92,12074
values_3,32569
values_98,13499
values_29,29449
values_80,32032
values_73,27461
