inputName,n,key,arr[n]
values_11,20,14,"{29654, 2438, 15767, 14604, -22759, -30645, -4523, 18677, 24744, 1998, 20942, 1628, 22811, 14470, -18417, 25193, 27377, 11998, -1217, 268"
values_19,20,26,"{28751, -13339, -27160, -16043, 11459, 3163, -29765, 1299, 24712, 11792, 29342, 24614, -2714, -17469, 22149, 4685, 24075, 24829, 18214, 13792"
values_12,20,7,"{-22574, -27868, 31613, 22714, 16437, 3652, 26199, -14445, 10288, 26505, -15613, -20198, -6877, -29161, 3589, -18567, -19336, -6723, -3044, 13244"
values_38,11,7,"{2091, -27601, 32241, 32557, -25916, -13720, -11293, 20117, -28954, -15546, -12216"
values_81,31,14,"{-24351, -18627, 1203, 13483, 24184, -3954, 22133, 12968, 4926, 25580, 29947, 4994, -28472, 11936, 25282, 17244, -28673, -32553, 18322, -14397, -1755, 21796, 32170, 4174, -964, -1520, -18080, -4474, 15144, -22882, -1972"
values_5,31,7,"{-25309, 11549, 8587, -22541, 3331, 22632, 8272, -402, 31017, -22389, 8402, -8547, 6965, -15047, -15012, -25617, -5501, 13368, -20011, 20673, -25258, -2314, -17508, 2304, 1465, -24936, -17253, 22526, 8720, 31084, 30545"
values_40,9,14,"{-22698, 17322, 19360, -11820, 17235, -4612, -23213, 14728, 32636"
values_70,27,14,"{-19843, 12127, 23217, -6788, -4820, 3672, -11576, -31199, -8182, 10400, -1902, 25559, -21948, 24834, 31801, -24639, -28210, -7299, 12142, 30467, 20758, 19227, 223, 19626, -11740, 18181, 30445"
values_23,29,31,"{-9148, 1155, -21606, 10498, 9286, 28791, 25214, -24672, -6055, 482, -30624, 15630, 12742, 26549, -21701, 6532, 27641, 22624, -27297, 20576, 28796, -4563, -15800, -17978, -24934, 13679, 23355, 20630, 2453"
values_72,27,7,"{-26505, -26452, 15806, -1125, -1654, -11114, 5134, -8202, 6409, -9214, -24228, -20315, -29790, 8911, -20346, -455, -9027, -13539, 26087, 8378, -18427, 11676, -4400, 14549, -14769, 1819, 30521"
values_79,27,26,"{-11276, 27880, 29893, -17385, -11007, -8240, 7744, 9246, 12575, 13100, 28743, 29551, -18451, 809, -4609, -17100, -25094, -27552, 20792, -11413, 6416, -30767, -3525, 11696, 5287, 29994, -12083"
values_78,27,7,"{-23840, 20030, 16644, 32631, 20508, -20983, 24057, 4353, 21521, -16834, -15758, -14489, -2174, -12687, 17100, -19529, 11014, -16380, 24214, -23109, 6244, -10008, 23634, -8294, -7038, 16078, -13275"
values_87,31,22,"{10510, 18239, 12592, -6277, 3570, 6847, -10036, 4790, 15623, 10875, 14169, -8615, 26034, -12709, -17451, -26156, 10604, 1346, -9355, 32615, -28246, 21600, 3685, -6208, 28237, 16046, 8362, 23958, 2091, -13461, -12853"
values_6,31,16,"{21511, 14421, -29871, 18471, 15223, -21226, 8605, -19822, -6855, 21698, 26711, 18, 19204, -16968, -31986, -20330, -17959, -16594, 30743, -19829, -23865, 371, -32598, 19092, -12355, 25060, -26783, 5075, 10565, -11480, 1814"
values_68,21,7,"{16683, -31359, -23681, -6775, -1870, 24321, 18706, 10338, -31354, 25875, 30069, 22613, -6318, 4218, -32269, 26516, -16281, -24379, 30943, 2372, -25462"
values_69,21,26,"{-9020, 29209, 3421, -17671, -6832, 28199, -27176, -6182, 17929, 20681, -26997, 28777, 15020, -8651, -9281, 29378, -20194, -78, -7073, 3190, 11646"
values_1,31,14,"{-5386, -29645, -21597, -14616, -26581, -10652, 24770, 21817, -21456, 26020, 29155, 4937, -30192, -13252, 11774, 26161, -7085, -5199, -10681, -24588, 1884, -8714, -10946, -28070, -22432, 17913, 5556, 18091, -32058, 14930, -2741"
values_45,9,7,"{18656, -31899, 26273, -6659, 2119, 692, -5852, 7052, 24569"
values_33,11,31,"{17945, -30350, -2110, 30275, -291, 8044, 27142, 12728, -30076, -9769, 28697"
values_15,20,7,"{14249, 32614, 24796, -9819, -8999, -26359, 17352, 29156, -7386, 630, 3231, 1703, -11057, 1177, 30045, -26879, -22424, 28012, -13173, 14831"
values_93,14,31,"{23558, -23895, -3226, -8354, 14441, -21268, -27198, 3376, 29500, 19178, -3765, 1092, 3109, -2916"
values_24,29,11,"{26579, -5079, -7000, 18179, -21911, -6404, -29672, -8809, -20921, -14592, 32161, -23499, 5583, 2112, -6503, 19610, -23262, 21636, 22705, 8572, 21518, 7940, 12380, -18576, -25, -16380, -7516, -14608, 32255"
values_25,29,7,"{17797, 6525, 26381, 6267, 31213, -24822, -27751, 23496, 24276, 11754, 27427, 290, 23740, -13452, -13366, 21471, -18280, 14454, 20031, 11199, 15474, -649, -4191, 14649, 24263, -21088, -20863, -16412, 11324"
values_26,29,16,"{17968, 8533, 2622, 31204, 16123, -24000, -17477, 16219, -24356, 19513, -2089, 28257, -3798, -31571, -3032, 16039, -12619, -13848, 7915, 29184, 22821, -2102, 2125, -8583, -21014, 21619, -28, -20863, 6353"
values_48,9,7,"{181, -30666, 14549, 86, 20519, 21073, 4606, -8519, -31060"
values_71,27,14,"{2129, -15691, 11444, 18626, -11641, 14575, 13438, -14674, -19110, -24896, -7104, -9755, -13761, 6292, -23956, -13239, 4441, -17092, -5879, -13199, 1229, 17537, -26409, -31550, 23864, -25848, -12881"
values_76,27,16,"{-23282, 27187, 9399, -29112, -8152, -21686, -4713, 10947, 12106, 19841, 31166, -26842, 6102, 6325, -29886, 31776, 11070, 23623, -4109, 18902, 23505, -12018, -1124, 11031, 20833, 6946, 18226"
values_7,31,22,"{15643, 18880, -30594, 4174, 17799, 25981, -29462, -23375, -20109, -21099, 9312, -32224, -21578, -30903, 29101, -4897, -6118, -8216, -24805, -31460, -7231, 25231, -10790, 10300, 31778, 26231, 6314, 16440, -321, 24369, 4378"
values_50,9,14,"{-12351, 4892, 31093, 860, 19321, 18001, -22736, 20153, -21634"
values_22,29,7,"{3820, -17524, 18541, 17771, 9117, -24664, -14580, 17801, 17125, 23398, 25262, 30372, 29456, 32443, 21032, -24917, 14142, 28494, -13152, -20687, -24327, 10457, 31401, -15542, -5518, -10645, 7960, 29342, -18857"
values_4,31,11,"{31537, 11513, -11488, -9371, 15006, 21884, -14737, 10832, -24122, 11841, -29090, -10575, -13562, -7686, 9507, 671, 31456, -28451, -30105, -7831, -17888, 27401, -26833, 23788, -15669, -11634, 31664, 18117, -3597, 31677, -15625"
values_32,11,7,"{-15217, 6292, 10046, 21293, 11569, -25055, 32628, 22564, -24627, 25639, 2847"
values_77,27,22,"{26780, -19085, 9388, 17531, 30161, 24118, -27569, 30436, -21468, -13547, -5040, -26532, -17383, 20423, -13182, 7450, -25243, 20086, 17513, 7351, 2941, -24010, -2480, -21460, 10848, 6524, 25594"
values_91,14,14,"{-27218, -8914, 19459, 15922, -2440, 350, 22854, 783, -17417, 10033, -7961, -8919, -17269, -31903"
values_42,9,7,"{-21276, 13128, -2934, -20853, 11682, -4350, 16967, -23115, -7970"
values_13,20,31,"{-16317, -3615, 30225, 14301, 26553, 2456, -32008, -19201, 24800, -4354, 1158, -30415, 6383, -18933, -9324, 6647, -29244, 2123, 32292, 3835"
values_41,9,14,"{-14011, -6027, 12816, 28514, 8668, 26633, -17442, 8503, 28215"
values_55,9,7,"{27309, -5963, 27993, 8035, 15646, -17484, -1217, -21368, 21121"
values_31,11,14,"{-21729, -4792, 1533, 10969, -11705, -18891, 17235, 6476, -4867, -29763, 17264"
values_66,21,16,"{3917, 30669, 21673, -11889, -31241, -31406, -17416, 32409, -27808, 770, 31562, -24652, -25514, 24690, 22387, 26340, -13138, -1624, 15819, 26182, 11040"
values_65,21,7,"{-9230, -18391, 5416, 32365, 27344, -3999, -7406, 19652, 3393, -7136, -12239, 16248, -30993, -14985, 31252, 7763, 30178, -262, 32561, 12886, -20593"
values_62,21,7,"{28137, 23655, -23410, 3522, 24313, -12657, -7368, 7202, -6609, 32250, 21151, -15390, -7613, 820, 24037, 1884, 25891, 15595, 1662, -15818, 26155"
values_21,29,14,"{-25537, -13433, -31197, -18197, -1911, 12411, -21959, 27859, -16588, -6284, 14675, -7130, 5860, 7345, -32365, 32220, -26781, -7201, -18072, 6378, 2891, -27305, -19469, -6966, -29047, 10403, 25134, -28794, 26529"
values_95,14,7,"{19645, 12179, -7823, 26042, -16856, -6742, 3957, 29442, -1390, 5893, -13428, -28050, -4384, 3262"
values_84,31,11,"{9618, 15946, -4449, -30868, 31983, 3281, 5256, -30175, -18905, 2840, -28975, -24952, -19639, 9901, -2906, -24658, -31536, -13959, -20453, 7297, -29952, -32196, -2581, -10240, 1415, -18332, 16619, -6190, -20923, 23861, -28333"
values_58,9,7,"{-329, -6317, -7314, -24741, 16400, -10665, -2701, -32508, -14442"
