inputName,val
11,27772
19,18198
12,19965
38,27973
81,14469
5,12150
40,28667
70,31239
23,15502
72,8883
79,15302
78,15081
87,13068
6,10106
68,5182
69,16322
1,24744
45,28614
33,31945
15,22816
93,21040
24,20716
25,5349
26,25744
48,9731
71,3100
76,20319
7,13640
50,29188
22,10657
4,31137
32,26885
77,28018
91,416
42,17121
13,22168
41,30648
55,30062
31,21982
66,5584
65,27899
62,7507
21,22830
95,6818
84,20732
58,30396
64,29439
83,28483
94,9578
0,25426
99,25529
96,26517
67,13429
61,23822
43,13507
2,16505
54,1957
30,13896
59,24515
85,1869
74,32196
90,25567
18,30036
52,9894
44,19564
17,28266
36,12090
49,7200
86,1140
37,3614
56,2293
63,21384
35,20742
97,11681
75,303
57,24176
88,11446
10,4809
53,10238
8,6274
39,20838
47,26938
60,10604
89,22411
51,6335
14,14928
28,19532
16,23023
34,23665
82,23494
46,13871
27,6032
20,19645
9,9172
92,17914
3,23524
98,18835
29,10088
80,30282
73,3627
