inputName,n,key,arr[n]
values_11,29,16,"{-1989065207, -1492477030, 1089215383, 359425529, 1559167017, -339516626, 454471808, 1083813026, 580659283, -1240891989, 1386061171, 1253169920, 254159998, 12609854, -1628950003, 1746167410, 1559064367, -241922274, -2054896877, -1535370245, -952455551, 1057857743, 1718290587, 1736017665, -154669433, 1122098790, -123171855, -2023999948, 1364380368"
values_19,29,5,"{644614066, 1270410610, -1492506192, -790603186, -987186257, 623425293, 1634124799, -257557560, 165880084, 301348565, 874773936, 580170549, -1850013472, -600279217, 166223261, -682002765, -2024676386, -1088574072, 1832145074, 2059485211, 251533797, -621420036, -1609672861, -1901575080, -1034331357, -436176579, -1394905611, 1175772807, -1995035873"
values_12,29,11,"{-1134339401, 892693039, 759602698, -1394328357, -346206233, 1537331433, 334074575, 1934200726, 1955898296, 299916787, -765994171, 107337467, -991147793, -1315685498, -980009332, 652581651, 1757879722, 1208209880, 318090800, -1590104388, -1183831855, 1740905279, 82266483, 15646806, -1564413826, -284793258, -1753636985, -780992792, 337925278"
values_38,14,5,"{-1921676972, -383111776, -532452593, 682127827, 1934111780, 1725641327, 1994689267, 858618793, 1161800054, -1743047265, -1718751094, 2056708304, -1035669400, 1841877248"
values_81,23,16,"{-1991824293, -976581079, -439122698, -1978186983, 30667701, -1980605480, -1927879825, 935403515, -1692354394, 1588851367, 1513582600, 1562143614, 135747422, -1655664250, -1896982524, 825415586, 1946096569, 647608057, 1210822188, 452404172, -1380343024, 1553851496, -1018604317"
values_5,8,12,"{-377964454, 613282915, 1627573875, -1484390734, -1119489037, -241295691, -1770051850, 1389375066"
values_40,10,32,"{-425429964, 643053475, -453319042, 718508082, 202603562, 1357692349, 375466154, -1503053030, 504175346, -758803225"
values_70,27,32,"{-1268487620, 1940511747, 309935846, -469044802, -648393690, 569581755, -1589583392, 670063251, -1984260974, -905487733, 2012119815, 1471310732, -526038689, -1888898329, 94295260, 730239324, 128197907, -2041179007, 1982789144, -982567418, -1391839857, 1971422350, 553462101, -215727819, -141381690, 1633072346, 1738886254"
values_23,25,20,"{397955398, -1035116985, -307656782, -1185559815, -1663886576, 743872444, -723810471, 344680059, -578145559, 250203006, 284608645, 298143046, -160172664, -534180971, 519686520, 2075087969, 677526798, -239876289, -1413024746, 744157123, 894255637, -895562742, -144610625, 1730502298, 396581041"
values_72,27,11,"{-1672667309, 271315685, 1710287926, 280370879, -1857086776, 1460827568, 1679389034, -1303076333, 1641948582, 1587065780, -401381379, 1374958533, -994523964, -698698546, 1243538653, -2105363969, 1807866111, -2122702003, 749110869, -2141434759, 1761351967, -58399049, 24391490, 98901254, 1423956644, 1648459948, 624774580"
values_79,27,5,"{634801187, 258213110, 1189311551, 1846653981, -505172294, -1073077009, -655356130, 38483772, 1379002571, 2042833682, 255557720, -1370904894, 2107149938, -672652735, -304552446, -1799601255, 1670011828, -1436981037, -1156579956, 146748094, 1811989193, -1328870743, -2073895925, 861789505, -209664314, -2130028630, 1689030930"
values_78,27,5,"{1445598461, 1492971195, 1028878753, -496821855, -386991401, -1528768946, 212155729, 1649602512, -2085656006, 656699327, 1588667457, 966158431, -336491349, -229103921, 295392805, 329252650, 2133893544, 1887872513, 1596387922, -848963331, 119801246, -38187912, 14840572, 578316500, -691798124, -611549190, -308992397"
values_87,23,6,"{359199066, -1894160474, -3150542, 1511519357, -226878935, 126919642, -358018135, -1017871945, -1605177774, 1952147140, 996933865, 231194961, 1813082648, 66082564, -1641916770, 2070205186, 1753849362, 299281002, 1104365192, -1024603347, 921618672, 842043601, 148423688"
values_6,8,17,"{1073754580, -949596951, 406078244, 1394959448, -1158943640, -436480698, -167408633, 1483496497"
values_68,26,5,"{-2054734921, 1670544776, -280593611, -1243347597, -991043077, 1215252362, -2079060135, 225600906, 42859844, 310109280, 626930333, -1442857515, 1601502141, 793148491, -1458256709, 1591805188, 581015726, 550494345, 1224562607, -158964404, 779272821, -1590912179, 1835630996, 1062793197, -196078861, 1439219478"
values_69,26,5,"{1113782014, 1965797593, -1147548331, -182425546, 1144225005, 1489186887, 1382402641, 1805138526, -1265025710, 717475687, 509730333, 772590237, -242924795, -1334078116, 1267079047, 1912649190, 1949447920, 43055810, 1397667770, -1151649600, -718356844, 639127149, 604941619, 1495278625, -1482001566, 1932967011"
values_1,8,16,"{1537740342, 1441814806, -111987302, 580454908, -1042348851, 1887357568, 451549838, -1401118130"
values_45,10,12,"{-1621371668, -1892745928, 451335344, -44466810, 338855090, 1223986045, -1740541982, 1333747654, 1264822692, 113055713"
values_33,14,20,"{-1379607479, -506627424, -289182429, 1554231572, -831810739, -829539093, -754299175, -593434421, -645137785, -1289657071, -1818422605, -1882927388, 1141834199, -1242821574"
values_15,29,12,"{1753187925, -1730680865, 1943614376, 177780617, -411325762, 483606640, -1234307776, -71557121, 1881163424, 901052961, 346848110, 1717825394, 917910618, 1934346606, 364591755, 1316630877, 314549502, 1504095222, -1987344434, 1891655960, 1053786120, 1294423436, -1829733044, -685224552, 2030973301, -205577489, 1545047420, -1464925044, 69618439"
values_93,22,20,"{276917745, -273208382, 176559409, 2079072382, -1521146305, -101273993, -1723607576, 2116777323, 139750740, 788098706, 1174310554, -786765101, 2000271348, 444189919, 1287410988, 1526312574, -801340582, 1949561494, -1445235816, 2084050277, -1159267515, -624308636"
