inputName,n
11,29
19,29
12,29
38,14
81,23
5,8
40,10
70,27
23,25
72,27
79,27
78,27
87,23
6,8
68,26
69,26
1,8
45,10
33,14
15,29
93,22
24,25
25,25
26,25
48,10
71,27
76,27
7,8
50,8
22,25
4,8
32,14
77,27
91,22
42,10
13,29
41,10
55,8
31,14
66,26
65,26
62,26
21,25
95,22
84,23
58,8
64,26
83,23
94,22
0,8
99,22
96,22
67,26
61,26
43,10
2,8
54,8
30,14
59,8
85,23
74,27
90,22
18,29
52,8
44,10
17,29
36,14
49,10
86,23
37,14
56,8
63,26
35,14
97,22
75,27
57,8
88,23
10,29
53,8
8,8
39,14
47,10
60,26
89,23
51,8
14,29
28,25
16,29
34,14
82,23
46,10
27,25
20,25
9,8
92,22
3,8
98,22
29,25
80,23
73,27
