inputName,n
11,45
19,111
12,92
38,62
81,46
5,78
40,124
70,101
23,74
72,104
79,108
78,81
87,36
6,44
68,112
69,60
1,62
45,3
33,89
15,52
93,11
24,121
25,124
26,82
48,68
71,64
76,58
7,20
50,52
22,12
4,115
32,105
77,8
91,110
42,90
13,63
41,8
55,43
31,97
66,54
65,69
62,49
21,58
95,5
84,90
58,123
64,108
83,60
94,93
0,69
99,17
96,72
67,19
61,29
43,52
2,102
54,18
30,9
59,22
85,37
74,66
90,3
18,52
52,51
44,20
17,64
36,17
49,80
86,76
37,66
56,98
63,52
35,120
97,7
75,17
57,40
88,123
10,83
53,39
8,15
39,16
47,15
60,46
89,34
51,92
14,93
28,95
16,57
34,27
82,121
46,72
27,17
20,55
9,115
92,37
3,72
98,11
29,124
80,14
73,39
