inputName,n,key,arr[n]
values_11,4,21,"{-14294, 11902, -6101, 22120"
values_19,4,19,"{828, -5977, 25535, 16504"
values_12,4,24,"{-26825, 4402, 11645, -1533"
values_38,24,6,"{16447, -20285, -17411, -20596, 19056, -15245, -8171, 19634, -29337, -15153, 1340, 27245, -10226, 17405, 29649, 10056, 11159, -4513, -27904, 13703, -3161, 6467, -31129, 20837"
values_81,21,21,"{12162, -26555, 10434, 4129, 4961, 298, -2016, 7253, -17055, -1931, 6674, -12869, -28321, -19437, 21419, -3105, -20630, -4206, -20800, 14235, 22106"
values_5,27,2,"{-22779, -22778, 15514, 4917, -3269, 28966, 2245, 8844, 14276, -25479, 25261, -19578, -6713, 13740, -11941, -6550, -21162, 25999, 23449, 4266, -26227, -2624, -6673, 6226, -27121, 8941, 24624"
values_40,6,16,"{-4403, 30936, -20979, -2537, -13784, -14706"
values_70,14,16,"{29146, 28548, 14359, 24864, -16257, 25605, -20262, -5727, -21575, 21386, 27997, 10664, -652, 6101"
values_23,6,12,"{19804, 9145, 31992, -3569, 7696, -24684"
values_72,14,24,"{11641, 15682, -3652, 9939, 31477, 3095, 888, -19281, -21830, -27716, -16820, -6244, 27553, 18447"
values_79,14,19,"{28551, -28436, 6003, -26175, -19268, -29137, -13314, -4160, 4425, -13405, -22580, 20939, 9570, -19172"
values_78,14,6,"{-1426, 25909, -31254, -31861, 27719, 16955, -30673, -15345, 3700, -16963, -25350, 22679, 31502, 30377"
values_87,21,13,"{-27746, -994, -24093, 11788, 4569, 13053, -5952, -32001, -24671, -20570, -16673, 20110, -16281, -25314, -32220, -27263, 20415, -18606, -30536, -21221, -31818"
values_6,27,2,"{-11612, -17016, -7193, 25161, -27277, -25397, -17803, 18495, -10618, -28441, -7745, 4924, 6148, 22997, 29398, -21031, -14506, -32302, -2025, 11672, -2573, -5027, 11520, -28464, 27926, -23251, 12220"
values_68,18,6,"{-27617, 23283, -12264, 7519, -21111, 8133, 23332, 6058, -2979, 9830, -24057, 15224, 3758, 27401, 17770, -27297, 8809, -28179"
values_69,18,19,"{-22979, -28110, -29532, -11031, -9515, 26527, 21690, -17061, -6681, -6594, 14408, -1028, 17290, 16139, -16562, -14530, 14759, 27232"
