inputName,size
11,16
19,17
12,13
38,2
81,7
5,5
40,30
70,25
23,27
72,31
79,4
78,19
87,18
6,32
68,7
69,2
1,18
45,20
33,4
15,30
93,11
24,32
25,7
26,24
48,4
71,8
76,13
7,30
50,2
22,9
4,3
32,17
77,6
91,8
42,19
13,13
41,16
55,22
31,22
66,27
65,23
62,12
21,14
95,29
84,12
58,13
64,29
83,19
94,20
0,17
99,8
96,23
67,10
61,5
43,30
2,7
54,26
30,22
59,13
85,30
74,10
90,8
18,16
52,25
44,26
17,27
36,9
49,22
86,11
37,27
56,9
63,19
35,28
97,5
75,9
57,2
88,2
10,9
53,27
8,18
39,2
47,7
60,23
89,25
51,3
14,19
28,10
16,5
34,7
82,3
46,21
27,27
20,3
9,16
92,22
3,20
98,11
29,21
80,23
73,16
