inputName,idum
values_11,-3133450873369757442
values_19,-74790110730835148
values_12,-5253952866814615225
values_38,-3449362754489607054
values_81,8822016486621206917
values_5,1469583052822483658
values_40,3233425630948549235
values_70,-2609264500871280731
values_23,4110229941121642848
values_72,-1356235615294621980
values_79,-8046858265263834171
values_78,-2667593241271919716
values_87,8779537511376476529
values_6,-4134435525508002884
values_68,-2615073162814132804
values_69,4676703541483797162
values_1,-1931800773414640527
values_45,7653706295699949383
values_33,-3577616249909622563
values_15,-5416862170251360857
values_93,-62747039347312513
values_24,2917374088358156737
values_25,1097843265817135293
values_26,6537379357700205307
values_48,-3829226341789204875
values_71,3689832741005198994
values_76,6320366038082429836
values_7,-7890084023697157004
values_50,5850022147469003772
values_22,-3675642663082301025
values_4,119203066052758564
values_32,8423153868920984048
values_77,1681335985813195024
values_91,7810007400966621814
values_42,6199035454604087128
values_13,-1007830247984024176
values_41,6872586515937252968
values_55,-3175000132470135590
values_31,4762420389325865974
values_66,788367351673505301
values_65,8107141064348805745
values_62,799048326806953435
values_21,-412563616658634812
values_95,-4117431203252405001
values_84,-3821807933352267034
values_58,-1860752029857409631
values_64,-4591162090614644440
values_83,5943485953436048446
values_94,-2570048947494003733
values_0,-2501512443673513462
values_99,-1892280631199800612
values_96,-1835239176260564011
values_67,8258525539574125549
values_61,-329798485659030117
values_43,-8384796867853052437
values_2,-8835141286471327316
values_54,4920572750511455973
values_30,2891340171853682072
values_59,-7054208331917009406
values_85,-151242815666925516
values_74,8428732298090048325
values_90,8074492157764884466
values_18,-340614290659417829
values_52,-1936308292324019635
values_44,-2102264886131968065
values_17,-1836424942896850728
values_36,-3156897461545083080
values_49,-2372958134978397130
values_86,-3839758634975841443
values_37,-8986962963406917263
values_56,8031471773614672463
values_63,6838633694579975419
values_35,5217572223544268140
values_97,-4814562931902519774
values_75,-3173286045064494138
values_57,-281070139031028776
values_88,353635989138015573
values_10,3045471683598747057
values_53,-6689191602662091224
values_8,-2974998934108110112
values_39,-5990281917870180787
values_47,3552587037255814529
values_60,-8469101067370689949
values_89,-7529136563443302736
values_51,3911300618880340777
values_14,7806235783058454049
values_28,-5500734457061715485
values_16,1949550388216610320
values_34,-2636008936087402489
values_82,-5653245612841789153
values_46,-648805846899657361
values_27,4146963731218066422
values_20,-2418409670582226704
values_9,-3036682808545020900
values_92,253557726552644472
values_3,-1579862322429636809
values_98,-7995428017572600968
values_29,-6325089228470741747
values_80,-8240745659780411782
values_73,4145185213492667297
