inputName,idum
11,5128653094604069367
19,6145701562145564354
12,3133742237997551965
38,5381729145442908118
81,-7685939110555262679
5,7140771601457830147
40,-500329002711011857
70,-5716347331038543251
23,9059658089747377826
72,4427457616278151871
79,-2370019792068426247
78,6541451263766925358
87,-1956213559228384748
6,1701293840795001785
68,6975001990149966298
69,-9206306694664615875
1,9147715757317519475
45,1013371853500693538
33,3626294313049095646
15,779100416373694322
93,-7551553564353581922
24,1854315163808711425
25,2002139091734904292
26,4764879661947581614
48,-5907426058502445344
71,-1380442053651840325
76,2632444127498511715
7,588327024936589787
50,-7299434375496682262
22,5965103742034951894
4,3131843356063644905
32,7028257292410684296
77,-5814090108327205941
91,8325936955942394756
42,-7701273090223801974
13,5107441516920046321
41,-8342166588416905018
55,-3573106638242557306
31,330908556598144896
66,-1629210583222057141
65,7721695014139740868
62,-4003196783761607800
21,323510759684849335
95,1548968304111404910
84,-7175723320220963233
58,8323728139697919910
64,6138486718186177453
83,-344610526324585546
94,1863904851849723244
0,-5470861276125714518
99,-8441859984427082278
96,3568043195372900906
67,-5555126334153751480
61,706065764045620542
43,-2721673803001218320
2,3681320689659171741
54,-4549108362866932100
30,3208358550286066422
59,-6860304532899736860
85,-3997753133555479200
74,6065984174281663704
90,-9018333404441876800
18,-2850403676532911665
52,-9085406031259448167
44,576934104848648227
17,8421200799380305789
36,6190614567763681946
49,6821660830132504598
86,2146539049353872030
37,5750540172105248120
56,6085638109004735576
63,5221901420246687551
35,-5981570241878240664
97,6304935821076193352
75,4168146333287597931
57,8060115926061067756
88,5218406981789113307
10,-259006480307138301
53,3080605382858365173
8,4547781687023802121
39,-6127335964003812992
47,2202206559231570757
60,3879245451522255151
89,7039252839557884633
51,-3990120211359371302
14,7981503650154394964
28,-2968740631876589582
16,-3376756742231080617
34,-3583386349785913937
82,180121731745925438
46,-5070667461443899956
27,-499356683003809825
20,-2406883166740472110
9,3999305834398599654
92,7155675478709630427
3,-7811310485495911838
98,-2166773490668417747
29,-8486528498532782735
80,4238650982548116482
73,-4900733375508564727
