inputName,val
11,1550883045
19,1120321862
12,2007616775
38,482439432
81,462941129
5,1241652582
40,1807607882
70,479530480
23,1128801037
72,674370816
79,961158751
78,1928913731
87,1997251125
6,1150464211
68,492640938
69,771133687
1,2122694469
45,223919285
33,1253404918
15,732335248
93,192575516
24,522032186
25,255488814
26,1860246365
48,686692746
71,1509194761
76,1021075811
7,2043560819
50,807713972
22,1953528723
4,2047810119
32,533051223
77,2090626191
91,1020294787
42,392952193
13,1753624316
41,512358724
55,1967769197
31,470144212
66,466995289
65,1463525796
62,989926269
21,821056064
95,347278777
84,429193761
58,960484299
64,1353332227
83,977533961
94,637488393
0,1868895977
99,881583797
96,1943487864
67,1613229585
61,2015690288
43,202857650
2,350791164
54,220596882
30,352889859
59,723471035
85,2121761839
74,781310911
90,1352501465
18,580313920
52,914959099
44,828627221
17,107619545
36,2053080008
49,2030859707
86,885739593
37,1425506278
56,411058351
63,1821837942
35,1694863119
97,952118808
75,681866772
57,1716927408
88,1467544039
10,1371848816
53,1741871514
8,1145324183
39,1673455811
47,1369731110
60,489164598
89,1145232002
51,174883464
14,2014021126
28,405188384
16,107449105
34,1283434176
82,192983425
46,412265536
27,499119325
20,76640512
9,1405436374
92,915800049
3,1898532422
98,384091277
29,1861587726
80,486557157
73,1690109918
