inputName,nn,size,isign,data[size]
values_11,2,20,-1,"{-75, -47, -122, -13, 86, -30, 25, 18, -125, -1, -53, 86, 13, 77, -59, -39, 12, 106, -76, -58"
values_19,2,30,-1,"{-111, -108, -111, 35, 24, -21, -81, -76, 121, -112, 111, 98, -30, -40, -24, 79, 7, 36, -61, 103, -21, -20, -98, -44, 86, 59, 28, -98, -76, -12"
values_12,2,6,-1,"{-20, -113, 9, -76, -119, 72"
values_38,2,4,-1,"{-59, 3, 120, -66"
values_81,6,20,-1,"{-10, 119, -51, -12, -75, -20, 22, -93, 59, 52, -61, 1, -55, -50, 34, -40, -60, 43, 48, -97"
values_5,2,12,-1,"{-31, 37, -34, -101, 107, 4, 46, -58, 94, -108, -36, -13"
values_40,4,8,-1,"{-48, -19, -33, 38, 106, -97, 124, -75"
values_70,10,8,-1,"{-95, 118, -87, 66, 50, 97, 117, -25"
values_23,10,21,-1,"{-85, 49, -38, -13, -8, -40, -54, 98, 81, -49, 105, 45, 49, -94, -66, 123, 7, 31, 71, 69, 41"
values_72,10,6,-1,"{25, 46, 88, 110, -70, 124"
values_79,10,30,-1,"{-112, 1, -100, -27, -65, 82, -5, 60, -25, 38, -33, 22, 38, 40, -10, -87, 1, -116, -28, 54, -114, 21, -24, 76, -111, 75, 58, -69, -57, -100"
values_78,10,4,-1,"{52, 17, 94, -51"
values_87,6,23,-1,"{65, 126, -83, 36, 9, 69, -18, -12, -96, 52, 6, 94, 48, 120, 29, 20, -23, -100, -62, -122, -36, 60, -10"
values_6,2,28,-1,"{98, 61, -38, -91, 83, 21, 83, -86, -49, -58, -59, 76, 23, 117, 94, 18, -88, -107, 66, -85, -68, 82, -115, -31, -79, -38, -81, -29"
values_68,3,4,-1,"{-118, 118, 48, -97"
values_69,3,30,-1,"{36, 67, -76, 55, -65, -17, -32, 109, -86, 119, -21, 94, -19, 118, -78, 23, -86, -82, -64, 21, -68, -95, 15, -1, 75, -82, 85, 28, 83, -86"
values_1,2,20,-1,"{-112, 10, 109, 21, 26, -35, 98, -40, -128, 2, 95, -41, 70, -16, -41, -77, 17, -14, -123, 6"
values_45,4,12,-1,"{120, -51, 58, 20, -32, 83, -12, 35, -127, 3, 6, 25"
values_33,2,21,-1,"{124, 122, 69, 79, 25, -106, 1, 41, 6, -54, 60, -127, -113, -71, -49, -90, -109, 119, 58, -116, -36"
values_15,2,12,-1,"{105, 21, -72, -91, 8, 119, -26, -95, -103, -4, 2, 84"
values_93,5,21,-1,"{32, 120, 51, 110, -8, 59, 32, 72, -116, -39, -44, -109, -38, 114, -83, 30, -18, -30, 78, -86, -97"
values_24,10,2,-1,"{65, -95"
values_25,10,12,-1,"{-89, 79, -118, 25, 126, 92, -56, -49, 12, 38, -122, 29"
values_26,10,28,-1,"{-43, 120, 39, 50, -98, 60, 72, 90, 104, -53, 13, -27, -54, 76, -56, 45, -50, 103, 7, -17, 118, -81, 4, -128, 52, 38, -109, 47"
values_48,4,4,-1,"{58, -15, 40, 57"
values_71,10,20,-1,"{-7, -115, 101, 94, -82, 126, 33, -14, -33, -41, 38, -2, 88, 67, -25, 66, 8, -114, -109, 34"
values_76,10,28,-1,"{-70, -9, 31, 55, 27, 98, 4, 46, -70, 74, -96, -84, -87, -62, -8, -127, -6, 48, 66, -56, 18, -95, 20, -87, 79, 79, -40, 32"
values_7,2,23,-1,"{87, 42, 97, 58, -67, -4, 4, 52, 60, -69, 69, 60, 66, 44, 70, 87, 49, 3, -92, 38, 81, -37, -84"
