inputName,val
values_11,3275552392134998584
values_19,460913715778856315
values_12,1855606353759621439
values_38,2467830674175868283
values_81,5444253859638395970
values_5,5607631665645393049
values_40,7485069568351020052
values_70,6135449021387167665
values_23,4742415849126429866
values_72,8447800884140422628
values_79,7835511194181540943
values_78,4542640031218265874
values_87,5828296523845426187
values_6,6934150012718653227
values_68,3615308220230607335
values_69,5637707039565094563
values_1,2988591188194423932
values_45,6073658616205787861
values_33,3147780502726607633
values_15,7500262167485369028
values_93,4019887901719135830
values_24,864235128177995778
values_25,8827179016721692682
values_26,1040334800856029785
values_48,776806543583978314
values_71,682739496278791911
values_76,4898637796677085407
values_7,8286013408663636403
values_50,6528296063839570307
values_22,2662727342495501226
values_4,5306652323096223017
values_32,2282754660882881990
values_77,7290706732162530076
values_91,5374930160878401273
values_42,6477887289947056916
values_13,6274172235743991916
values_41,2714505826276979411
values_55,7753140441636330355
values_31,6981887945595420697
values_66,1324108582019944901
values_65,4097704993735479529
values_62,1738349753089236871
values_21,181096571127006157
values_95,6903163402492345078
values_84,4721466627933287844
values_58,6069367993706376158
values_64,4286101881879580341
values_83,2462126379605674350
values_94,3113121898406779597
values_0,1539381970197948783
values_99,2661032043811295499
values_96,1838533010451759502
values_67,3094652983706316753
values_61,1465040122361834195
values_43,7341033943467033045
values_2,7312248306957442331
values_54,7079488576340998435
values_30,2269078989860686618
values_59,8627762562111252759
values_85,1942143597249326599
values_74,1013342145278242222
values_90,5994377145923181363
values_18,1594196300802650586
values_52,410161658094959587
values_44,6074380839543605545
values_17,197025109165767915
values_36,2339439681824129985
values_49,6597370838700083305
values_86,3378882177308908164
values_37,7908040371238393336
values_56,5143118810165395055
values_63,1892366458829186788
values_35,4441693244500176692
values_97,7156298371177770251
values_75,637044910055068741
values_57,4624500195131768259
values_88,8157364803022517240
values_10,7712036788362792555
values_53,9093707552970308307
values_8,4011738086946017542
values_39,3294033718078463415
values_47,9151644713714714190
values_60,1937577622677482441
values_89,8566987638217840614
values_51,4525129349328660550
values_14,1748021183708854568
values_28,1902896779724868050
values_16,8351258785490470341
values_34,9188417805771762546
values_82,566382673515183864
values_46,7099267510557028891
values_27,6611150168225826237
values_20,2164366260782199513
values_9,5626642108471192711
values_92,8073603910140966703
values_3,2279675119542054129
values_98,8783441869900174115
values_29,486680094261299503
values_80,4522456538105602773
values_73,3304657124637971084
