inputName,n
values_11,28
values_19,32
values_12,19
values_38,15
values_81,7
values_5,13
values_40,6
values_70,15
values_23,12
values_72,15
values_79,19
values_78,28
values_87,6
values_6,6
values_68,10
values_69,7
values_1,2
values_45,23
values_33,8
values_15,24
values_93,6
values_24,25
values_25,13
values_26,12
values_48,25
values_71,31
values_76,27
values_7,20
values_50,13
values_22,31
values_4,10
values_32,12
values_77,31
values_91,24
values_42,22
values_13,8
values_41,7
values_55,8
values_31,7
values_66,13
values_65,13
values_62,5
values_21,14
values_95,4
values_84,22
values_58,30
values_64,15
values_83,18
values_94,29
values_0,11
values_99,14
values_96,26
values_67,6
values_61,28
values_43,5
values_2,9
values_54,5
values_30,25
values_59,30
values_85,27
values_74,6
values_90,3
values_18,20
values_52,3
values_44,15
values_17,4
values_36,20
values_49,10
values_86,30
values_37,25
values_56,32
values_63,31
values_35,27
values_97,32
values_75,27
values_57,4
values_88,25
values_10,29
values_53,8
values_8,13
values_39,10
values_47,28
values_60,30
values_89,22
values_51,28
values_14,5
values_28,26
values_16,19
values_34,30
values_82,14
values_46,16
values_27,30
values_20,32
values_9,2
values_92,20
values_3,28
values_98,3
values_29,25
values_80,12
values_73,26
