inputName,n,key,arr[n]
values_11,9,29,"{19544, 8576, 13651, 5389, -18533, -2111, -2585, -15123, -31550"
values_19,9,31,"{30772, -9542, -27257, 30680, -24007, -31544, 31184, 7791, 23671"
values_12,9,26,"{-23315, -7312, 28954, -2074, 16210, 715, -14463, -7087, -12276"
values_38,23,6,"{-23249, 12668, -4627, -8639, 30533, -10143, -15667, 9259, 3714, 30751, 4026, 17351, 21617, -12725, -18116, -21950, -29465, -5534, 4292, 7994, 30037, -11264, 9366"
values_81,3,29,"{633, 24185, -13544"
values_5,4,3,"{-10593, 22048, -6287, 9316"
values_40,32,8,"{32091, -15650, -11913, -11017, -25288, 5774, -18492, 4934, 19533, 29631, -2538, -3343, -16563, -30358, -9359, -30777, 27758, 29907, -21853, -3774, -31064, -12525, 2245, -12054, -30766, 210, -12957, -18040, -22673, -17523, -4871, 10043"
values_70,3,8,"{26435, 19184, 19260"
values_23,6,18,"{20836, 10234, -32471, -9869, 11831, -7741"
values_72,3,26,"{-5640, 7951, 12186"
values_79,3,31,"{23156, -14370, -24362"
values_78,3,6,"{29664, -23274, 27450"
values_87,3,3,"{23348, 25526, -9427"
values_6,4,27,"{-7370, -19826, 10631, -29175"
values_68,21,6,"{292, 23480, -18924, 14762, -12177, -19716, -17493, -30743, 8069, 13637, 13011, -14129, -26505, -16869, 11115, -30294, 10279, 27757, -14945, 32357, 15476"
values_69,21,31,"{7404, 20364, -2574, 1359, 27355, 4701, 17696, 16376, 15324, -1822, 14157, 2052, -11365, -16921, -31206, 9976, 26997, -12487, 20943, -30236, -21667"
values_1,4,29,"{27700, -5031, -8323, 25921"
values_45,32,3,"{10202, -30422, -11428, 20990, -18049, 9274, -13731, 15692, -21244, -20610, 29094, 11547, -21254, -20862, -22038, 11031, 30216, 2744, 26992, 27514, -30081, -9605, 10480, -24731, -20690, -7337, 10119, 3719, 15641, 16916, 7818, 6755"
values_33,23,18,"{-13734, -15050, 6576, -20277, -1377, -6099, 5366, 12559, 23987, 11973, -25979, -22057, 14595, -8124, 26449, -13764, -27499, -17470, -5448, 6638, -26504, 3124, 28914"
values_15,9,3,"{2323, -5613, -32283, -11980, 21034, 17480, 9254, -16667, -12066"
values_93,21,18,"{-25407, 20743, -20805, 2588, 957, -19291, -15136, -1816, 1185, 24325, 4530, -30233, -7450, -11653, 21387, -27016, -4736, -30591, 20528, -28428, 16456"
values_24,6,5,"{-956, -58, -29830, -30378, 24893, 12474"
values_25,6,3,"{-10840, 11939, 29871, 2381, -20270, 3045"
values_26,6,27,"{-32723, -28043, 31679, -13586, -5816, 21174"
values_48,32,6,"{-9698, 7972, -21090, 18917, -18988, 26269, 16066, -7038, 25377, -28511, 5115, -15752, 22333, -15404, -26976, -6226, -529, 29764, 6898, 321, -864, 5088, -19209, -31497, 18654, 11204, -4869, 17634, -28890, -20235, -30265, 10676"
values_71,3,29,"{16298, -736, 3786"
values_76,3,27,"{-19884, 7430, -11891"
values_7,4,3,"{-9076, -14939, 18087, 9388"
values_50,4,8,"{6551, 29977, 7861, 29483"
values_22,6,26,"{-10418, 5800, 22399, 24007, -8518, 1817"
values_4,4,5,"{-22663, 20531, 1233, -14277"
