inputName,n
values_11,22
values_19,28
values_12,29
values_38,27
values_81,30
values_5,14
values_40,5
values_70,24
values_23,14
values_72,24
values_79,9
values_78,24
values_87,21
values_6,8
values_68,5
values_69,5
values_1,2
values_45,4
values_33,17
values_15,20
values_93,24
values_24,32
values_25,2
values_26,31
values_48,5
values_71,13
values_76,28
values_7,18
values_50,4
values_22,8
values_4,32
values_32,31
values_77,15
values_91,26
values_42,17
values_13,16
values_41,13
values_55,16
values_31,14
values_66,15
values_65,19
values_62,22
values_21,24
values_95,5
values_84,32
values_58,18
values_64,11
values_83,16
values_94,31
values_0,32
values_99,10
values_96,27
values_67,23
values_61,5
values_43,27
values_2,18
values_54,23
values_30,25
values_59,32
values_85,26
values_74,3
values_90,20
values_18,2
values_52,7
values_44,19
values_17,2
values_36,31
values_49,3
values_86,4
values_37,8
values_56,11
values_63,20
values_35,10
values_97,20
values_75,9
values_57,28
values_88,23
values_10,19
values_53,30
values_8,5
values_39,31
values_47,9
values_60,21
values_89,21
values_51,29
values_14,3
values_28,8
values_16,14
values_34,30
values_82,31
values_46,20
values_27,7
values_20,8
values_9,23
values_92,2
values_3,27
values_98,27
values_29,4
values_80,26
values_73,29
