inputName,size,a[size]
values_11,4,"{-7007238057326842875, -7921560247216818124, 8697452113463230958, -3361002905104028290"
values_19,31,"{-381091127267490939, -3449481353151984114, -4107913434889898866, -5505945169660072462, -193721712736129736, -252641683800585960, 2507642248468739754, 2263183850033480143, 8926968776885328455, -3464513626889582639, 1592067760468995222, 3338680967670170668, -3193676475130709053, 5683608876442737515, 2743233102115286366, 2301101355992770383, 5189074001273361112, 8191658464496764434, 5494658511834631982, 6110065945298040358, -5914130010503321660, -5353229222208516490, 2665386460005387992, 5312759655915709056, -5838880781329122489, 8582234350814440354, -8420702422575717730, 2916251189032746937, -3723684119000907399, -5999798305870590152, -5730677489326708751"
values_12,2,"{-2166225723723310555, -4858867809562054490"
values_38,25,"{-4615806588120088395, -461433746927306945, -4192852676917755601, 6054175464095786243, 4597674697333565576, 5665623850971836783, -3788803531894287052, -8068302577274410401, 5512092698164204437, -4505008634454389670, -8186258512994212176, -4299060914121215858, 4172350229152217746, -2756860915290990133, 1031337596638740542, 5620918218601792480, -8208468609085087403, 3306013363863919638, 1364896480047005287, 535748659197976636, 2404721861835774402, 5539758452919596310, 3717400775702802897, -8685667741251258063, 3790649100872405235"
values_81,2,"{-7854194809650333772, -4205980455255853321"
values_5,19,"{2982551814390270184, 4308669262170642651, 8748333398985421450, 4309885263321135883, -1679305771891482485, 5457864930559227619, 4875710453812015093, 225854310440668468, -3269800921123195367, -4409341089528928222, 486596120254220586, -1439068865453199895, -7418615877732758604, -4835550358552689793, 1575942550449164169, -25652842395485358, 2421064940003288660, 3356809567792378732, -6186855473858498034"
values_40,18,"{2158716244092572674, -8200339412810735208, 6102370463241838643, -6484872323934110947, 6208599208000299855, 2731845390392225178, 8234428329050785002, -4443550442496172724, -9002325283389149735, -3427588652654746726, 402597981766629635, 3645034383353919409, 6330753859837381533, 6002594030179892872, 4327235148973209093, 7600807230475782621, 821889580807954504, 8562487664750717939"
values_70,6,"{909612223499956445, -954165641867007082, 1681895430574661307, 6856121388332618937, -7472939065725846724, -637554914779565056"
values_23,25,"{-6205936769113955999, 5433205666951193787, 1881367654634171189, -2260279634145311371, 1237767051840254835, 9083351115003779250, -3157069581442343892, 4629991751760231241, -7374655533768743104, -7274310070915407738, -4790679823102837092, 3052395403204633918, -8817407232938431115, 5662299743882002563, -4860173028381173257, 4522081309105970483, 3318111430765193372, -903951193601678765, 5089399786907839362, -7493373885530977810, 5314214960292755349, -772106381463788798, -2180396914954801621, 8520118682797502739, -7386459645531991123"
values_72,26,"{3129482044239298875, -7846937493148034598, -1640906448395919244, -4422253337231912552, 7212050817788081169, -4821270329338250102, 5515439868377174592, 6137444730669955340, -5374810850722485116, 3885585765514477182, -3139956614631949119, 1260954050750687514, 748761696611211112, 1603483595618032095, 2819282293220807924, -5194337862155989411, 1058780562355796909, -1885578898521079306, 8882450516614294483, 4106293412250649924, -7755925707465623849, 868318008319651404, 6388397234620335102, -3082223174724061918, 7087667219437258059, 3076889236453056905"
