inputName,n
values_11,21
values_19,60
values_12,27
values_38,18
values_81,15
values_5,71
values_40,45
values_70,94
values_23,67
values_72,40
values_79,50
values_78,83
values_87,63
values_6,102
values_68,59
values_69,78
values_1,37
values_45,95
values_33,71
values_15,72
values_93,79
values_24,104
values_25,11
values_26,71
values_48,58
values_71,85
values_76,19
values_7,20
values_50,67
values_22,56
values_4,15
values_32,77
values_77,122
values_91,122
values_42,41
values_13,122
values_41,6
values_55,125
values_31,83
values_66,48
values_65,64
values_62,44
values_21,102
values_95,48
values_84,80
values_58,115
values_64,89
values_83,45
values_94,49
values_0,35
values_99,30
values_96,97
values_67,21
values_61,34
values_43,85
values_2,33
values_54,14
values_30,20
values_59,45
values_85,94
values_74,82
values_90,110
values_18,88
values_52,110
values_44,111
values_17,116
values_36,35
values_49,120
values_86,16
values_37,73
values_56,101
values_63,78
values_35,53
values_97,17
values_75,93
values_57,126
values_88,41
values_10,5
values_53,66
values_8,98
values_39,77
values_47,96
values_60,79
values_89,45
values_51,112
values_14,43
values_28,10
values_16,15
values_34,25
values_82,21
values_46,115
values_27,54
values_20,106
values_9,20
values_92,51
values_3,94
values_98,75
values_29,29
values_80,77
values_73,80
