inputName,val
values_11,7970315007118251607
values_19,4072077436997327186
values_12,3177126814751490066
values_38,5160106892973830785
values_81,1884340212901172453
values_5,3711676212981250803
values_40,2503516480072667916
values_70,1317973479949276032
values_23,2888116843668433583
values_72,1922285553319520350
values_79,2393196459085911167
values_78,5769530282973530355
values_87,8664857722781551321
values_6,787313482901684451
values_68,1550052236446965057
values_69,7996768407960826236
values_1,7410150302241787640
values_45,4762605670438688956
values_33,5525404905542306541
values_15,7795445285443655109
values_93,524931125981646498
values_24,1160580460295075895
values_25,4175741244074552924
values_26,2490635082340804197
values_48,5502398103032558521
values_71,1965855261341987605
values_76,4863372646253456086
values_7,1499990922998294085
values_50,2711072104522459240
values_22,5164378569807776892
values_4,6069035112611593814
values_32,7331141890741936470
values_77,8712327646451058141
values_91,2506447673862210362
values_42,7343577708772433779
values_13,7397247211635220122
values_41,130655056690573695
values_55,2953335322781652578
values_31,6821543552645825193
values_66,5439771945804019641
values_65,4043724973070541917
values_62,7318352335316078720
values_21,5280399468564226133
values_95,7932362865198027607
values_84,8892715000786481099
values_58,8746316715579997520
values_64,3316439242082915642
values_83,6700032483381964357
values_94,5977082179645148568
values_0,7334667146261220559
values_99,7584437510279112531
values_96,1444503389814696851
values_67,1237782912671894821
values_61,614313818740963146
values_43,1964662901846150132
values_2,4999841147803990349
values_54,1662686674600857627
values_30,9064164472034104334
values_59,3471230711793389765
values_85,6923293307695876270
values_74,7784308449933903119
values_90,9013391774556700178
values_18,5461006791659104071
values_52,6068183689170053860
values_44,5762574052506839436
values_17,2132055864740553703
values_36,8370165759741486146
values_49,3625010181900143439
values_86,8176311430113759682
values_37,2676200787752266457
values_56,7033378811639134549
values_63,2856226436522444612
values_35,7164763975804336647
values_97,4034822001093740244
values_75,3723780504138183437
values_57,899475318900529599
values_88,7921941021934902481
values_10,3607618336398582744
values_53,5014796118186655138
values_8,9068745419938086874
values_39,6550540906744779350
values_47,7620562602312601444
values_60,5264488416988880258
values_89,2686745691121477685
values_51,183285233711605308
values_14,5792715432843727199
values_28,8964245989980489294
values_16,3226044221672904670
values_34,4928460284601865866
values_82,9203068504866353164
values_46,2204650931980908972
values_27,8584815293463696974
values_20,8616280627140208039
values_9,1269149009861202011
values_92,2252433987681510677
values_3,6911332559517207160
values_98,4503286105530790384
values_29,4507596368149011976
values_80,7420569423357762192
values_73,2442030516385638122
