inputName,idum
values_11,5128653094604069367
values_19,6145701562145564354
values_12,3133742237997551965
values_38,5381729145442908118
values_81,-7685939110555262679
values_5,7140771601457830147
values_40,-500329002711011857
values_70,-5716347331038543251
values_23,9059658089747377826
values_72,4427457616278151871
values_79,-2370019792068426247
values_78,6541451263766925358
values_87,-1956213559228384748
values_6,1701293840795001785
values_68,6975001990149966298
values_69,-9206306694664615875
values_1,9147715757317519475
values_45,1013371853500693538
values_33,3626294313049095646
values_15,779100416373694322
values_93,-7551553564353581922
values_24,1854315163808711425
values_25,2002139091734904292
values_26,4764879661947581614
values_48,-5907426058502445344
values_71,-1380442053651840325
values_76,2632444127498511715
values_7,588327024936589787
values_50,-7299434375496682262
values_22,5965103742034951894
values_4,3131843356063644905
values_32,7028257292410684296
values_77,-5814090108327205941
values_91,8325936955942394756
values_42,-7701273090223801974
values_13,5107441516920046321
values_41,-8342166588416905018
values_55,-3573106638242557306
values_31,330908556598144896
values_66,-1629210583222057141
values_65,7721695014139740868
values_62,-4003196783761607800
values_21,323510759684849335
values_95,1548968304111404910
values_84,-7175723320220963233
values_58,8323728139697919910
values_64,6138486718186177453
values_83,-344610526324585546
values_94,1863904851849723244
values_0,-5470861276125714518
values_99,-8441859984427082278
values_96,3568043195372900906
values_67,-5555126334153751480
values_61,706065764045620542
values_43,-2721673803001218320
values_2,3681320689659171741
values_54,-4549108362866932100
values_30,3208358550286066422
values_59,-6860304532899736860
values_85,-3997753133555479200
values_74,6065984174281663704
values_90,-9018333404441876800
values_18,-2850403676532911665
values_52,-9085406031259448167
values_44,576934104848648227
values_17,8421200799380305789
values_36,6190614567763681946
values_49,6821660830132504598
values_86,2146539049353872030
values_37,5750540172105248120
values_56,6085638109004735576
values_63,5221901420246687551
values_35,-5981570241878240664
values_97,6304935821076193352
values_75,4168146333287597931
values_57,8060115926061067756
values_88,5218406981789113307
values_10,-259006480307138301
values_53,3080605382858365173
values_8,4547781687023802121
values_39,-6127335964003812992
values_47,2202206559231570757
values_60,3879245451522255151
values_89,7039252839557884633
values_51,-3990120211359371302
values_14,7981503650154394964
values_28,-2968740631876589582
values_16,-3376756742231080617
values_34,-3583386349785913937
values_82,180121731745925438
values_46,-5070667461443899956
values_27,-499356683003809825
values_20,-2406883166740472110
values_9,3999305834398599654
values_92,7155675478709630427
values_3,-7811310485495911838
values_98,-2166773490668417747
values_29,-8486528498532782735
values_80,4238650982548116482
values_73,-4900733375508564727
