inputName,n,key,arr[n]
values_11,23,19,"{-27480.981, 8045.399, 22720.8, 23895.779, 18939.561, 28018.484, -343.487, -31800.722, -20460.316, -12444.672, 2267.638, 5340.787, 8074.379, -13578.081, 706.936, -13002.11, 6637.055, 14700.675, 27664.436, 19697.632, 31876.024, 10161.658, -19638.829"
values_19,23,6,"{1528.971, 27354.142, 14036.321, 24470.583, 31991.896, -15111.006, -30343.821, -2235.201, -11859.282, 19590.911, -32322.578, -7156.453, -32504.119, 2598.721, 24143.281, -30926.258, -7586.631, -10409.052, -12445.915, -6258.477, 17788.212, 32472.992, 26638.079"
values_12,23,29,"{16252.663, -19463.956, 17731.29, -2329.169, -6661.189, -5210.252, 1963.537, 8132.266, -20067.436, -379.365, -30788.315, -7024.72, 172.272, 32453.632, -22907.126, 7719.609, -4378.874, -8513.698, -17331.596, 31359.703, -13230.241, -29380.289, 10523.676"
values_38,10,21,"{-26775.648, 1827.58, 22614.459, -31119.331, -23278.646, -26394.51, 7966.026, 20418.454, 23040.308, 4717.861"
values_81,30,19,"{8504.31, -15668.434, -26210.182, -7448.258, -10978.872, -5997.701, -7112.751, -20774.821, 27658.507, -32698.887, 30509.913, 12649.065, -18362.809, 15974.273, -209.684, 21607.169, -11472.486, -1238.129, 28533.547, 26181.468, 19141.838, -7470.826, -3425.468, 16324.155, -3948.292, 15121.388, 17798.298, 22474.692, 609.328, 23388.666"
values_5,5,16,"{11179.856, -14675.732, 21880.11, 1265.126, 27163.038"
values_40,19,32,"{-7501.824, 12042.668, -11891.463, -2639.844, -9373.169, 20050.712, 11502.012, 2632.608, -20930.19, -22012.203, 20662.985, 25287.71, -10846.27, 30049.513, 18501.607, 10249.27, -12515.365, -1618.312, 29666.363"
values_70,25,32,"{-18875.386, 28152.279, -10466.688, 7188.982, 31472.833, 17156.572, 8230.379, -7364.645, 22235.244, 32516.662, 25766.666, 14846.8, -6775.603, -17727.573, -28262.311, 19754.591, 30106.157, 28983.41, 3115.242, 24672.575, -7259.664, 7468.28, 16042.997, 17405.367, 31090.251"
values_23,30,24,"{-9438.477, 3725.709, -32055.371, 2229.74, 26254.194, -7957.501, 5046.869, 4126.188, 14512.026, 15941.229, -5077.939, 823.687, -3657.981, -27322.064, 29881.312, -8071.505, 5959.348, -17623.548, -22516.169, -11822.948, 18995.959, 23775.892, -11543.096, -864.837, -23402.818, 2770.479, -32145.167, 4787.06, -8318.546, 25723.119"
values_72,25,29,"{-25930.701, 15743.552, -21061.051, 6908.143, 28403.312, -15301.145, 4494.631, -19339.398, -22159.607, -5999.659, 1019.254, 23055.756, -30141.486, 24924.996, -896.573, -32471.387, 11230.465, -14738.827, 19476.847, 10584.684, 13245.92, 15450.032, 8533.8, -30276.725, -4636.498"
values_79,25,6,"{5282.167, 16500.374, -16147.362, -31729.868, 27824.041, -24026.138, -16012.01, -9274.733, -26737.539, 14998.638, -19853.316, 30569.029, 17222.502, -19583.162, 18846.323, 5980.26, -27444.664, 22013.894, 23756.811, -24210.995, 1845.267, -19231.829, 27626.021, -7788.365, 11903.789"
values_78,25,21,"{-17930.562, -739.24, 14051.437, 13535.235, 2663.391, -6274.232, -10515.834, -14905.362, -7409.34, 20218.948, 4031.643, -21751.964, -30733.422, -29846.92, -4707.073, -15412.387, 24185.256, -11366.902, -26435.432, -27463.074, -14523.44, 24353.512, -19815.786, -23131.338, 8456.802"
values_87,30,11,"{25670.303, 8339.377, 31625.033, 12562.276, 5693.327, -24194.089, -29283.961, -31574.162, -16245.214, -28903.524, -24096.203, -26344.093, 20349.87, -20750.296, 21345.771, 18696.853, 18236.874, -6077.454, 31972.589, -4102.586, 21790.924, -2911.906, 21127.145, -22015.171, 9159.141, -21634.313, -942.2, -18684.468, -13784.106, -14308.849"
values_6,5,19,"{30150.171, -17263.739, -15021.974, -11103.106, -9870.664"
values_68,8,21,"{5106.623, -7650.339, -25166.757, -16444.301, 24400.441, -18146.015, 3292.345, -15408.439"
values_69,8,6,"{23126.265, 23612.277, 28659.724, 31060.939, 4402.437, 22565.911, -7254.081, -1259.033"
values_1,5,19,"{-20906.817, -3445.917, -28588.974, 11910.211, 25520.235"
values_45,19,16,"{-1692.986, -20408.223, -1749.806, -27671.168, 21566.034, -9452.8, -18865.167, -18245.772, -13918.681, -17347.299, -12601.901, -28628.481, -29425.774, 21356.833, -21418.438, 31019.792, -5130.924, 21329.214, 10511.789"
values_33,10,24,"{3137.759, -17680.828, -16527.367, -26028.279, -15358.157, 2856.121, 29194.046, -28142.109, -14845.048, -11251.826"
values_15,23,16,"{-15122.978, 11527.018, 14956.201, -704.099, -3145.343, 21709.253, -177.112, 31848.038, -21274.5, -13551.417, -1549.367, -7821.045, 16864.991, -22568.423, 9124.414, -22363.779, 5404.083, -2448.434, 16948.167, -7943.204, 8274.628, -19619.144, 16145.957"
values_93,14,24,"{12904.238, 26036.898, 31223.233, 20164.419, 27341.115, 30311.741, -26925.041, 10706.033, -28754.824, -4549.307, 12242.709, 1421.924, -448.537, 9088.107"
