inputName,val
11,15464
19,25316
12,21353
38,9904
81,1444
5,24226
40,15671
70,8661
23,7367
72,1268
79,6262
78,8269
87,4120
6,23652
68,13670
69,19311
1,23820
45,24505
33,11131
15,28262
93,20901
24,21802
25,27195
26,7887
48,3190
71,12756
76,27612
7,7868
50,30104
22,28701
4,6026
32,7096
77,19227
91,30254
42,16005
13,3707
41,27544
55,5403
31,18266
66,2574
65,18206
62,31291
21,19072
95,31741
84,15359
58,29034
64,11133
83,12582
94,13353
0,3504
99,15903
96,22775
67,31971
61,12929
43,4223
2,10942
54,3837
30,19
59,7592
85,28184
74,10819
90,4444
18,27251
52,10494
44,18198
17,31777
36,28433
49,20920
86,1862
37,32718
56,7972
63,23227
35,18959
97,22721
75,30259
57,1065
88,28028
10,24864
53,18548
8,2849
39,23472
47,25026
60,13991
89,29954
51,21226
14,11095
28,22922
16,17554
34,10643
82,11886
46,6836
27,6360
20,2777
9,2124
92,29097
3,27688
98,21134
29,21661
80,13389
73,30322
