inputName,idum
11,427419909553312443
19,-26197059881169855
12,3077221844279198574
38,-7584607097016340389
81,-4009925095493163976
5,4653231501756226463
40,-2670030031061817291
70,1869020683082668059
23,-330280262799485304
72,-7726981595668883046
79,2431920447161501504
78,-4485642260847158486
87,2327138201220059847
6,6179182396979043246
68,3260974240734668380
69,1042448667966136049
1,2440716725927872280
45,-4376340812132861261
33,-1668263601339505778
15,3123798160146677224
93,6358848481377172905
24,2455885047710023251
25,-4293440780634170687
26,1903471601904210351
48,-3009718735765666929
71,5264366991047754316
76,6606785124340317912
7,780306887238980145
50,7905942259290061943
22,4291632450502760736
4,-7642820391443902245
32,1078038563730943022
77,5492417560598880135
91,5041325408244803041
42,-4452267309015737623
13,7422222365879705973
41,6774237180470481641
55,3932975133891483812
31,-814008265330973107
66,-8887510817818403802
65,8912556755176608091
62,946554749815928924
21,2065666749445951224
95,7770796923269421961
84,3176037128749211830
58,-7649359353918346699
64,-5299438033208501722
83,-4552128887954332149
94,-172718528810114314
0,-6204053586016896136
99,5437305424542718
96,-1895549285743664825
67,5672985528105165341
61,6183562766244621311
43,-4917069229145183644
2,4615150265238605542
54,2820445667648609800
30,5815805856355912269
59,3479796146460246786
85,-4817191537893914421
74,3283397508076196154
90,-8658336285940657529
18,-6796826110326778506
52,2852171072903451143
44,8326384284199880167
17,-1545817436222503275
36,3401510971171737307
49,7932484797945885868
86,7110171480222155861
37,3301378742564196803
56,500297164082808321
63,-5715977171575254456
35,-4169142175232391826
97,-6406311327595113671
75,645456931845973377
57,-1609477349135969765
88,-6957261191908606226
10,5078293989848287602
53,6452372786526654941
8,2719205944822924214
39,-3049312607474154382
47,5299825935477868642
60,1371258664981702059
89,543035983833846239
51,-1421840404029855451
14,4642898483831519922
28,-1805369963374207353
16,-5758554300901408306
34,-7292447698091297494
82,7476750135188774144
46,3552804869687706683
27,-4666228236604063233
20,-3037550889453481043
9,3088219225682821248
92,5029921859232188195
3,-3130072309789866050
98,7071089063406614114
29,5210211517844054150
80,7127957521817563810
73,-6078239928913342684
