inputName,size
11,14
19,13
12,29
38,16
81,11
5,25
40,11
70,5
23,29
72,16
79,15
78,24
87,4
6,2
68,25
69,21
1,29
45,9
33,3
15,7
93,9
24,25
25,9
26,10
48,13
71,5
76,12
7,27
50,22
22,19
4,11
32,15
77,28
91,19
42,26
13,11
41,5
55,23
31,11
66,8
65,23
62,10
21,24
95,13
84,31
58,26
64,8
83,30
94,32
0,31
99,12
96,10
67,23
61,16
43,10
2,19
54,26
30,11
59,19
85,3
74,4
90,15
18,27
52,6
44,25
17,5
36,4
49,13
86,25
37,12
56,2
63,18
35,13
97,23
75,24
57,27
88,10
10,14
53,12
8,30
39,16
47,16
60,8
89,32
51,10
14,8
28,2
16,21
34,24
82,5
46,22
27,27
20,10
9,23
92,16
3,30
98,14
29,26
80,23
73,10
