inputName,size
11,24
19,28
12,18
38,7
81,24
5,14
40,16
70,16
23,14
72,18
79,28
78,7
87,3
6,30
68,7
69,28
1,24
45,14
33,14
15,14
93,14
24,26
25,14
26,30
48,7
71,24
76,30
7,3
50,16
22,18
4,26
32,18
77,3
91,24
42,18
13,14
41,24
55,14
31,24
66,30
65,14
62,18
21,24
95,14
84,26
58,7
64,26
83,14
94,26
0,16
99,28
96,30
67,3
61,24
43,14
2,18
54,26
30,16
59,28
85,14
74,26
90,16
18,7
52,18
44,26
17,3
36,30
49,28
86,30
37,3
56,30
63,14
35,14
97,3
75,14
57,3
88,7
10,16
53,14
8,7
39,28
47,3
60,16
89,28
51,24
14,26
28,7
16,30
34,26
82,18
46,30
27,3
20,16
9,28
92,18
3,14
98,7
29,28
80,16
73,14
