inputName,key
11,5
19,15
12,4
38,8
81,5
5,9
40,12
70,12
23,28
72,4
79,15
78,8
87,11
6,5
68,8
69,15
1,5
45,9
33,28
15,9
93,28
24,12
25,9
26,5
48,8
71,5
76,5
7,11
50,12
22,4
4,12
32,4
77,11
91,5
42,4
13,28
41,5
55,9
31,5
66,5
65,9
62,4
21,5
95,9
84,12
58,8
64,12
83,28
94,12
0,12
99,15
96,5
67,11
61,5
43,28
2,4
54,12
30,12
59,15
85,9
74,12
90,12
18,8
52,4
44,12
17,11
36,5
49,15
86,5
37,11
56,5
63,28
35,9
97,11
75,9
57,11
88,8
10,12
53,28
8,8
39,15
47,11
60,12
89,15
51,5
14,12
28,8
16,5
34,12
82,4
46,5
27,11
20,12
9,15
92,4
3,28
98,8
29,15
80,12
73,28
