inputName,n
11,24
19,24
12,24
38,27
81,25
5,30
40,20
70,8
23,2
72,8
79,8
78,8
87,25
6,30
68,23
69,23
1,30
45,20
33,27
15,24
93,10
24,2
25,2
26,2
48,20
71,8
76,8
7,30
50,26
22,2
4,30
32,27
77,8
91,10
42,20
13,24
41,20
55,26
31,27
66,23
65,23
62,23
21,2
95,10
84,25
58,26
64,23
83,25
94,10
0,30
99,10
96,10
67,23
61,23
43,20
2,30
54,26
30,27
59,26
85,25
74,8
90,10
18,24
52,26
44,20
17,24
36,27
49,20
86,25
37,27
56,26
63,23
35,27
97,10
75,8
57,26
88,25
10,24
53,26
8,30
39,27
47,20
60,23
89,25
51,26
14,24
28,2
16,24
34,27
82,25
46,20
27,2
20,2
9,30
92,10
3,30
98,10
29,2
80,25
73,8
