inputName,size
11,15
19,24
12,16
38,15
81,6
5,25
40,24
70,19
23,24
72,16
79,20
78,17
87,21
6,24
68,3
69,31
1,32
45,26
33,29
15,4
93,15
24,9
25,10
26,25
48,2
71,12
76,7
7,17
50,7
22,8
4,21
32,3
77,31
91,32
42,21
13,13
41,17
55,17
31,14
66,14
65,29
62,7
21,26
95,24
84,14
58,5
64,26
83,6
94,14
0,30
99,27
96,17
67,29
61,14
43,22
2,18
54,14
30,19
59,31
85,12
74,15
90,31
18,22
52,30
44,21
17,25
36,6
49,24
86,24
37,31
56,31
63,9
35,9
97,4
75,21
57,2
88,26
10,12
53,9
8,6
39,7
47,9
60,32
89,20
51,12
14,19
28,25
16,26
34,4
82,4
46,6
27,10
20,19
9,12
92,10
3,18
98,28
29,5
80,15
73,8
