inputName,n
values_11,101
values_19,10
values_12,72
values_38,69
values_81,74
values_5,3
values_40,93
values_70,44
values_23,122
values_72,79
values_79,122
values_78,115
values_87,74
values_6,12
values_68,102
values_69,31
values_1,98
values_45,44
values_33,102
values_15,89
values_93,8
values_24,117
values_25,121
values_26,20
values_48,75
values_71,54
values_76,36
values_7,62
values_50,23
values_22,50
values_4,41
values_32,61
values_77,78
values_91,87
values_42,30
values_13,112
values_41,101
values_55,105
values_31,106
values_66,59
values_65,74
values_62,95
values_21,89
values_95,119
values_84,9
values_58,60
values_64,62
values_83,114
values_94,17
values_0,68
values_99,35
values_96,27
values_67,68
values_61,18
values_43,53
values_2,73
values_54,108
values_30,121
values_59,34
values_85,5
values_74,112
values_90,69
values_18,30
values_52,123
values_44,20
values_17,16
values_36,122
values_49,13
values_86,29
values_37,28
values_56,26
values_63,78
values_35,26
values_97,3
values_75,119
values_57,103
values_88,79
values_10,66
values_53,19
values_8,84
values_39,35
values_47,124
values_60,83
values_89,127
values_51,97
values_14,126
values_28,118
values_16,91
values_34,103
values_82,78
values_46,50
values_27,92
values_20,111
values_9,23
values_92,21
values_3,33
values_98,31
values_29,60
values_80,121
values_73,115
