inputName,size
11,29
19,5
12,23
38,16
81,7
5,11
40,10
70,29
23,31
72,14
79,21
78,13
87,11
6,17
68,3
69,3
1,29
45,24
33,11
15,24
93,19
24,15
25,32
26,19
48,9
71,31
76,13
7,4
50,10
22,28
4,14
32,31
77,24
91,18
42,25
13,15
41,24
55,5
31,30
66,14
65,26
62,18
21,10
95,17
84,19
58,9
64,4
83,2
94,29
0,5
99,22
96,32
67,29
61,11
43,15
2,27
54,15
30,23
59,32
85,14
74,27
90,15
18,31
52,27
44,5
17,20
36,3
49,10
86,19
37,11
56,16
63,11
35,30
97,7
75,22
57,20
88,2
10,15
53,6
8,23
39,8
47,12
60,15
89,18
51,6
14,17
28,3
16,17
34,25
82,2
46,22
27,2
20,23
9,7
92,5
3,19
98,24
29,29
80,22
73,22
