inputName,n
values_11,5
values_19,25
values_12,18
values_38,24
values_81,23
values_5,23
values_40,28
values_70,6
values_23,16
values_72,17
values_79,8
values_78,25
values_87,10
values_6,3
values_68,21
values_69,11
values_1,26
values_45,32
values_33,25
values_15,6
values_93,19
values_24,20
values_25,10
values_26,3
values_48,9
values_71,25
values_76,30
values_7,24
values_50,10
values_22,10
values_4,15
values_32,23
values_77,24
values_91,24
values_42,15
values_13,17
values_41,3
values_55,31
values_31,32
values_66,17
values_65,15
values_62,4
values_21,9
values_95,19
values_84,10
values_58,27
values_64,27
values_83,8
values_94,3
values_0,17
values_99,15
values_96,29
values_67,16
values_61,12
values_43,30
values_2,8
values_54,2
values_30,20
values_59,28
values_85,13
values_74,14
values_90,7
values_18,21
values_52,11
values_44,5
values_17,4
values_36,27
values_49,23
values_86,15
values_37,10
values_56,29
values_63,29
values_35,31
values_97,29
values_75,30
values_57,24
values_88,24
values_10,5
values_53,32
values_8,22
values_39,3
values_47,15
values_60,8
values_89,28
values_51,29
values_14,10
values_28,31
values_16,26
values_34,13
values_82,28
values_46,29
values_27,29
values_20,31
values_9,5
values_92,4
values_3,11
values_98,29
values_29,22
values_80,31
values_73,13
