inputName,idum
values_11,-1917850087
values_19,1462770926
values_12,600056659
values_38,-594259104
values_81,-576256880
values_5,1308564672
values_40,621699330
values_70,858969433
values_23,1690636088
values_72,-746532013
values_79,-1811337381
values_78,-1241877354
values_87,-1200108832
values_6,-83291058
values_68,-1534021861
values_69,1944569312
values_1,1358994708
values_45,-1853009044
values_33,-1248557472
values_15,496087229
values_93,-633518575
values_24,-383231876
values_25,1563269389
values_26,-1490344257
values_48,1785014337
values_71,-242597872
values_76,352335044
values_7,-236287764
values_50,-1645705732
values_22,-598035695
values_4,-1188351417
values_32,-845519748
values_77,-1289544268
values_91,1816751929
values_42,1412097621
values_13,439021308
values_41,-1408381583
values_55,-498323218
values_31,-745628656
values_66,287921604
values_65,312952260
values_62,287381404
values_21,487345709
values_95,-26433737
values_84,145673199
values_58,1012934796
values_64,2080601282
values_83,258381840
values_94,565353427
values_0,1254067788
values_99,-1658073077
values_96,1237664983
values_67,-865323260
values_61,-1992959717
values_43,-1437848076
values_2,-148749365
values_54,1135145489
values_30,1082914828
values_59,436637714
values_85,1331563036
values_74,1815775393
values_90,-459643639
values_18,1707161929
values_52,-2097079457
values_44,1229054252
values_17,-371536090
values_36,-779301653
values_49,-727195296
values_86,1931495436
values_37,-1738530918
values_56,1756484239
values_63,1911358788
values_35,1482104540
values_97,1594112968
values_75,754086563
values_57,-396941913
values_88,-567527190
values_10,-1488386430
values_53,-2003147884
values_8,418083021
values_39,1184702069
values_47,912960103
values_60,-1994042297
values_89,-83329639
values_51,-173405578
values_14,2003920871
values_28,-2125274827
values_16,1452937849
values_34,-381036707
values_82,-1082639184
values_46,-1748123414
values_27,-1074813763
values_20,-1652794585
values_9,-1217246602
values_92,1290248751
values_3,787172644
values_98,-1236822778
values_29,-1322953167
values_80,-800904668
values_73,-2079121707
