inputName,size
11,10
19,3
12,2
38,9
81,20
5,19
40,2
70,18
23,21
72,29
79,13
78,32
87,16
6,29
68,17
69,27
1,15
45,7
33,8
15,12
93,14
24,29
25,22
26,27
48,17
71,13
76,21
7,23
50,17
22,11
4,11
32,10
77,17
91,11
42,2
13,11
41,9
55,5
31,32
66,29
65,15
62,8
21,4
95,7
84,23
58,11
64,22
83,3
94,4
0,13
99,21
96,23
67,10
61,9
43,8
2,3
54,27
30,24
59,20
85,19
74,8
90,3
18,32
52,3
44,8
17,26
36,18
49,19
86,3
37,4
56,13
63,10
35,4
97,19
75,25
57,6
88,6
10,20
53,5
8,17
39,28
47,29
60,21
89,8
51,27
14,28
28,29
16,26
34,9
82,24
46,24
27,13
20,29
9,15
92,6
3,21
98,19
29,24
80,12
73,23
