inputName,idum
11,-3133450873369757442
19,-74790110730835148
12,-5253952866814615225
38,-3449362754489607054
81,8822016486621206917
5,1469583052822483658
40,3233425630948549235
70,-2609264500871280731
23,4110229941121642848
72,-1356235615294621980
79,-8046858265263834171
78,-2667593241271919716
87,8779537511376476529
6,-4134435525508002884
68,-2615073162814132804
69,4676703541483797162
1,-1931800773414640527
45,7653706295699949383
33,-3577616249909622563
15,-5416862170251360857
93,-62747039347312513
24,2917374088358156737
25,1097843265817135293
26,6537379357700205307
48,-3829226341789204875
71,3689832741005198994
76,6320366038082429836
7,-7890084023697157004
50,5850022147469003772
22,-3675642663082301025
4,119203066052758564
32,8423153868920984048
77,1681335985813195024
91,7810007400966621814
42,6199035454604087128
13,-1007830247984024176
41,6872586515937252968
55,-3175000132470135590
31,4762420389325865974
66,788367351673505301
65,8107141064348805745
62,799048326806953435
21,-412563616658634812
95,-4117431203252405001
84,-3821807933352267034
58,-1860752029857409631
64,-4591162090614644440
83,5943485953436048446
94,-2570048947494003733
0,-2501512443673513462
99,-1892280631199800612
96,-1835239176260564011
67,8258525539574125549
61,-329798485659030117
43,-8384796867853052437
2,-8835141286471327316
54,4920572750511455973
30,2891340171853682072
59,-7054208331917009406
85,-151242815666925516
74,8428732298090048325
90,8074492157764884466
18,-340614290659417829
52,-1936308292324019635
44,-2102264886131968065
17,-1836424942896850728
36,-3156897461545083080
49,-2372958134978397130
86,-3839758634975841443
37,-8986962963406917263
56,8031471773614672463
63,6838633694579975419
35,5217572223544268140
97,-4814562931902519774
75,-3173286045064494138
57,-281070139031028776
88,353635989138015573
10,3045471683598747057
53,-6689191602662091224
8,-2974998934108110112
39,-5990281917870180787
47,3552587037255814529
60,-8469101067370689949
89,-7529136563443302736
51,3911300618880340777
14,7806235783058454049
28,-5500734457061715485
16,1949550388216610320
34,-2636008936087402489
82,-5653245612841789153
46,-648805846899657361
27,4146963731218066422
20,-2418409670582226704
9,-3036682808545020900
92,253557726552644472
3,-1579862322429636809
98,-7995428017572600968
29,-6325089228470741747
80,-8240745659780411782
73,4145185213492667297
