inputName,size,a[size]
values_11,5,"{2872267135080800829, -4760873458672435068, -2600009626888073159, 8877548568605082401, 492277064475980961"
values_19,26,"{-7958704349085537556, -6151239850772521487, -3794619116234618538, 6723844072334925757, -1834761153386102347, -4777248180975058208, 408909455017286328, -7397394345929706068, -1995407568176995407, -5021306990600532640, -7431487864822984460, -1581603502446111662, -904723409247404172, -7262393542049799824, 6383048908277555486, 3696952172737865232, -3466978867300072738, -4776681392256668303, -8597173144343899499, -845313858913183314, -2401740845794128079, -3408036282976152498, 3762335967034634834, -4485294068408716591, -3467396471510516234, 6884462174821943944"
values_12,8,"{-1391084430871526403, 2985656276824991094, 1943801777603088668, -5485922009895272319, -1181454370188871860, 7319934859754663319, -6274951201752517977, 521024012388773420"
values_38,28,"{-4678856094918966150, -99223274292147179, -6473021003220575336, 156597502960952802, -3594473995296376418, 2825920052287321980, 4140824473265103268, -4322076754307163234, -7056886102539409752, -9092076788948088423, 5029639746989872754, -8786734098552556327, -8729979096053925745, -6877009257894326714, -5985511951981367418, 2934714872088985266, 2939790845167981620, 6699409888698098345, 3806600578363045551, -8682323111678328962, 5004969318818784148, 1236077172168099585, 3427044552137752813, 5991810208533034729, -2816815882415125773, -547297366800772284, -8204482374042507051, -4411224880722333993"
values_81,21,"{1083002923994016475, -3911628833279054687, 7342500464579479292, -5596306391326436838, 1900372432884012594, 7799149488344486942, -3924069853130744115, 2391731031232128277, -5701206209516683277, 7268800806896789582, -1182770923749958148, 8400199812762269719, -4570879420935749466, 2299564237580881270, 4477086969789548710, 197215210117625363, 3577821793390852178, 1783706998874464794, 8038012440939408304, -2179702407647220433, 5979873622005863263"
values_5,2,"{5087661169704715415, -5948740565171809840"
values_40,9,"{1927685532765690749, 5288446646011875792, 5513160078839722901, -3517741637307540555, -6032499111136311829, 2561855582065452120, -5718766779725360678, 6556498740025332944, 2491233255885304781"
values_70,20,"{984090065900206958, 44828672683275920, -7438907213809558997, -2766676613357343677, 5370286088685374873, 7457484890981784268, -2555598872755775273, -2249169012645778009, -8236515427773798115, -6789751675348589624, 5193868739975978898, -2324677843330126351, 7775755836414260532, -1703443215136823563, -6989428190305168972, -4726599594041546230, -5885555202555011797, -9149126183869193371, -7802217140397367382, -2988029928266655815"
values_23,25,"{-6969925955954024492, 4475797495479016693, -7107524228494608091, -5914930943833427342, -3052041422900128500, 1849685648960798051, 4165065380159788934, 2926337473271727238, -7390066646543711658, 3753235412492043575, -7733664136570696311, -5704164498332493562, -5389681614455028821, -7455004194649012952, 3467103584693436994, -8660625153691835944, 1621993164250387494, -939357764538303297, -5034025351625183514, 8288873607482882961, -5829456362865334336, -105241789269086911, -1622952960161824701, -7269172914898092479, -7622867401550659785"
values_72,14,"{8597798862141030866, -3664744674645898659, 768384353425854186, -3695927176839830867, 6691946597324964308, -4538648137039978193, 8632100546559351763, 6421708091931348169, 2117108245271075010, -8791749116537387632, 3560695480200882489, 791299956786515868, 3238755629227318540, -4754717058143210132"
