inputName,n
values_11,9
values_19,26
values_12,16
values_38,10
values_81,21
values_5,2
values_40,19
values_70,30
values_23,30
values_72,11
values_79,14
values_78,10
values_87,16
values_6,5
values_68,19
values_69,2
values_1,6
values_45,19
values_33,21
values_15,24
values_93,13
values_24,10
values_25,28
values_26,29
values_48,26
values_71,11
values_76,4
values_7,30
values_50,25
values_22,22
values_4,13
values_32,24
values_77,6
values_91,29
values_42,4
values_13,8
values_41,12
values_55,19
values_31,9
values_66,6
values_65,20
values_62,30
values_21,4
values_95,20
values_84,12
values_58,24
values_64,23
values_83,10
values_94,30
values_0,8
values_99,10
values_96,25
values_67,28
values_61,2
values_43,18
values_2,11
values_54,10
values_30,5
values_59,15
values_85,31
values_74,27
values_90,32
values_18,2
values_52,4
values_44,19
values_17,12
values_36,22
values_49,15
values_86,4
values_37,17
values_56,18
values_63,23
values_35,31
values_97,25
values_75,8
values_57,9
values_88,32
values_10,7
values_53,14
values_8,20
values_39,6
values_47,15
values_60,5
values_89,5
values_51,30
values_14,30
values_28,11
values_16,13
values_34,6
values_82,18
values_46,17
values_27,18
values_20,24
values_9,32
values_92,21
values_3,13
values_98,14
values_29,12
values_80,22
values_73,6
