inputName,k,size,arr[size]
values_11,52,5,"{-26735, 27469, 14433, 7135, -3452"
values_19,52,24,"{-13388, -19972, -22149, 3965, 15726, 22719, -15119, -20033, -16102, 1860, -4631, -30214, -11663, 23546, -13875, 9928, 24968, -29554, 5336, -22968, 5578, -21365, -22198, 26750"
values_12,52,14,"{27341, 20961, -23282, -2188, -5053, 27162, -30226, -25180, -2224, -8551, -14586, -18262, -5441, 4706"
values_38,79,23,"{-26281, -21720, 30288, 22281, 19225, 1184, 25972, -15559, 1310, 10041, 21750, -21668, -359, 18945, -6269, -17221, 23275, 7577, -25383, 6597, 29358, 8933, -20588"
values_81,181,5,"{-16558, -30156, -10305, 12084, 30391"
values_5,223,11,"{17588, 6689, 32486, 16026, -22794, -22489, 4279, -32430, 26670, -4608, -3299"
values_40,42,27,"{-24547, 1284, -6361, -27896, 32279, -31103, -30635, 9818, -3737, 3872, 11643, 2465, -18548, -29310, -24865, 27679, 27295, -14710, -29709, -28043, -31752, 21084, 5331, -15992, 107, 20120, 10364"
values_70,154,27,"{-5476, 18595, -9140, -877, 30212, 16905, 27113, -23785, 6271, 19344, 25072, 32093, -4383, 30172, 8261, 1528, -1216, -9771, 23216, -11929, 22882, 26195, -17200, -23300, 10626, -29349, 24688"
values_23,3,13,"{14063, -15176, -13766, -22273, 15396, 3718, 20105, -12295, 4206, 12200, -26533, 12893, 14434"
values_72,154,14,"{-9597, 6482, 2028, -7814, 18080, -1676, 17524, -14469, 12961, 27517, 13102, -20415, -26117, 6726"
values_79,154,24,"{-7053, -22197, -29276, -2988, -23939, 2694, 31502, -15448, 13481, 15321, 21584, -25290, 13782, -20355, -1655, 27421, -2507, 4204, 11864, -2358, 29018, -6148, 29798, 9866"
values_78,154,23,"{-9289, -16607, -20082, 13710, -409, 6571, 27777, 10106, -27271, -24291, 5043, 19479, -28108, -13024, -31440, 24056, 5732, -26708, 3854, -11799, -32570, -18579, 19762"
values_87,181,10,"{-10995, 11653, -7608, -20812, 26071, -16664, 6747, 20337, 27576, 20945"
values_6,223,18,"{17468, 19529, 19512, 4970, 21116, 16572, -14493, -28938, 9046, -30345, 23307, 3445, 30354, -3363, -6866, 23724, 5228, -8723"
values_68,97,23,"{11262, 15294, -43, 22986, -12994, 5413, 4603, 29166, 5349, -13436, -15283, -31465, 18157, 21724, -8675, 17875, -3394, -32123, -23101, -19930, -24333, 25507, -2592"
values_69,97,24,"{-20003, -29878, 26990, 10830, -4295, -15725, 6468, -26265, -16818, 5811, 4006, 14099, -8486, -3143, -767, -26401, 21588, -21175, 23468, -30031, -15349, 1830, 11519, -29"
values_1,223,5,"{26763, 16206, -25656, -1079, -20871"
values_45,42,11,"{15742, 7427, -5956, 11684, 15939, -30890, -12703, -22996, -32734, 9159, -2155"
values_33,79,13,"{-9162, -1671, -14712, -31811, -23100, 18822, -12490, -22016, 2888, -21638, 24791, 3709, 26159"
values_15,52,11,"{32326, -25814, 27969, 1636, 22662, -17596, 13510, 16022, -14370, -10860, 8183"
