inputName,n
11,15
19,11
12,5
38,16
81,26
5,21
40,27
70,30
23,20
72,22
79,19
78,25
87,7
6,10
68,10
69,23
1,16
45,6
33,11
15,20
93,11
24,25
25,5
26,15
48,6
71,4
76,11
7,19
50,22
22,14
4,8
32,27
77,11
91,4
42,4
13,11
41,6
55,4
31,8
66,32
65,11
62,8
21,18
95,13
84,22
58,24
64,6
83,16
94,13
0,16
99,14
96,25
67,13
61,9
43,15
2,20
54,4
30,11
59,22
85,22
74,27
90,18
18,12
52,20
44,27
17,18
36,17
49,10
86,28
37,5
56,28
63,23
35,31
97,3
75,2
57,12
88,8
10,4
53,28
8,21
39,17
47,23
60,31
89,13
51,16
14,7
28,21
16,29
34,28
82,30
46,16
27,5
20,10
9,8
92,31
3,19
98,23
29,15
80,4
73,3
