inputName,n
values_11,28
values_19,22
values_12,24
values_38,17
values_81,13
values_5,25
values_40,5
values_70,24
values_23,5
values_72,12
values_79,18
values_78,19
values_87,25
values_6,6
values_68,30
values_69,8
values_1,10
values_45,28
values_33,19
values_15,5
values_93,12
values_24,2
values_25,12
values_26,14
values_48,4
values_71,25
values_76,11
values_7,29
values_50,24
values_22,9
values_4,13
values_32,2
values_77,9
values_91,9
values_42,7
values_13,31
values_41,19
values_55,15
values_31,19
values_66,26
values_65,23
values_62,8
values_21,23
values_95,16
values_84,13
values_58,25
values_64,32
values_83,11
values_94,28
values_0,9
values_99,3
values_96,3
values_67,7
values_61,13
values_43,20
values_2,25
values_54,15
values_30,24
values_59,29
values_85,23
values_74,29
values_90,21
values_18,7
values_52,31
values_44,9
values_17,8
values_36,7
values_49,14
values_86,28
values_37,25
values_56,23
values_63,28
values_35,30
values_97,13
values_75,22
values_57,27
values_88,21
values_10,26
values_53,2
values_8,23
values_39,29
values_47,4
values_60,27
values_89,18
values_51,21
values_14,9
values_28,27
values_16,11
values_34,17
values_82,25
values_46,13
values_27,18
values_20,13
values_9,19
values_92,3
values_3,10
values_98,21
values_29,25
values_80,7
values_73,21
