inputName,size,a[size]
values_11,9,"{5101143201843272662, -5802726745079651768, 5882789027301862096, 7788639380303433631, 8976990179572468201, -2535531876113901779, -1769407453550954645, -1877948931942921436, -1162549854297086998"
values_19,30,"{-7467958160088536266, 119947438481975671, 6064842791763422151, -9030041067568431086, 7055833229327032352, -6781520450886575020, 721153642103739233, 3391825649955476640, 2447291215676847338, 2994272866801491556, 5653273633092931425, -4871279388074533059, 857794045993607486, -45332090987371437, 4533123828912989717, -254665608662795197, 4765490163907818523, -4664369551739342239, -6949817545209347874, -882180992125115604, 8488025999084268988, 8100052479184497979, 829805583796118767, 6570156157529161844, 4348384976052774636, 356648470073001273, 3724341066956225343, -3732512509195982549, -6928198896654819330, -2707891111333347053"
values_12,12,"{-8854805168353233369, 7418886881930909958, 4779201669975647422, -426693272743763591, -7924053294024151480, -2136787310256663114, 651167737562061441, 4283573074783963217, -8614787724995525487, 3593695025976249775, 7070922808462150564, 8594314488917065598"
values_38,8,"{-4155630046459829424, -5913108141042308579, -5267045746976431446, 5617980768874105357, 5974113588442743402, -1500378154501041911, 370471938498533776, 1685567921673574201"
values_81,23,"{3012340534817388688, -7359504330871300744, -2060303461759858553, 9016170636489315106, 4704357816453250967, 6845661799604212649, -4871067324583324251, -3774883024308149571, 8755202725814565884, -7457399468620948785, 4127858435161417164, 4151302273788466766, -2525416995860134799, -5480937298035406380, -9019184790220375028, -1981018992578838915, 5992875479662158564, 6740452630038111765, 3470025776159893296, -8845787703601600660, 8704596293717123084, 4207629257203815645, 1749189433474892434"
values_5,8,"{5410958603401318101, 1983932754549496034, 219537831425756412, 1784048408461159633, -1024269822948186695, 5368807950565475188, -2312085023183389598, 8560173320532305211"
values_40,7,"{1528953888531072326, 7021079846297112239, -3785350461919667310, 6687223529974884035, 4637292379240159358, -969319911860377637, -2407770463443852527"
values_70,11,"{-3864373201950653600, -452701302302426880, 5629342360036564023, -7362690696317395308, -2835033821116152320, -2549669735570224084, 2481770028254044510, 5059051724141699331, -2097084708001876619, 5058197349799819303, 8846546151502361122"
values_23,17,"{-4739574443399642681, 4666616592310297893, -685031268671028264, 5146107568457794326, 7366482515804390210, 5346149516925215042, -3857558462091908603, 7299865572714422620, 4189495816676339384, -8166195323033341684, 2688538894321571903, 8588171992555441225, 7272878420753536860, -5995767390968322546, -6712695212142492315, -5296709929055196426, 5881270888487223695"
values_72,13,"{6308178496701156964, 7111751762055438569, -282066398555672070, -1998208302704513305, 7092063689637604820, -748608664357505848, -7246849787637811403, -6527321199519400981, 7020351068728685172, 231085977938454870, 6290564771097639091, 2807256287454259437, 8800470261660274408"
values_79,9,"{4018767254291125582, 6065085686123149573, -8554468488839325922, 2093599767548667419, 8771779792496317802, 1328849702757513903, -4399653858175810946, 8373870215969902198, 3862091833930315998"
values_78,15,"{5218171154265997139, 5920957575445475143, -5252118656038148559, 3093476978758698097, 8747962673778494490, -6453898552783013595, -5043013824595856236, 9217110374046391283, 4460715632740269280, 2500061752267739144, 494446071390777079, -9186734450133215189, -3690473611239891691, 9205420717897619565, 618974102226271263"
values_87,24,"{5137018003719652624, 4341521224643788681, 6312275769221804641, -6587567059279070150, -1840583293443101917, 2629222462875128354, -7986827838037422298, 1310349291551049737, 9057350287537259051, -8787560763116757546, -8903132362821916845, 3771442341901025758, 2801529103806465407, 6541100866654515593, 5403287819746821076, -2649348485589265665, 3463420924618851977, -5241488623462115689, 2565608448623564312, -3216235961645763636, -6886217854352446950, -4873944802505392848, 4308850375527986129, -7932603490134313296"
values_6,23,"{4041930485232792365, 7635839202525032830, -1081134731342690824, 5564157299938875814, 2153396938963880063, -7880410742942687961, 4719740957588807458, 637035733580144993, 532143757072532734, 8099382877628295609, 6706469048441914205, 85372179264723454, -2399920354274236095, -8351971082664271725, -6215768715778146058, -5284863431229699552, -7048894332160229589, 1747669737475812058, -6530193259105444762, -7421679308782367956, 3855688887962337367, 2250218641364262221, 813203440987110931"
values_68,23,"{509691589422665317, 5054286359059089658, -5404488430592867434, -8585627424891589680, -6392183167523277706, -5854440873669522549, -7136178174761639285, 5837802357011341912, 8739552442914077973, -4222910526520161905, 3588553987720474429, -597754065028347461, -9193709787911456172, -2578227939393885303, -3902310141233571249, -8765704602889536909, -1779600977429620877, 8149170295896519670, -3338084105845192530, -4383250553595424107, -2586540415716759978, 4125191384713382973, -8847533978252224468"
values_69,10,"{-9191367534708744117, -7983917140134773976, 2000830705100602454, 3689384469279884900, -293329791053213690, 1372333852837710031, 7795972854472676010, 4553989158829417143, 7773284071806335946, -3802642816340491315"
values_1,28,"{5031375244593298817, 1546982683182969804, -1827164130750782078, -9068148187190990836, -3130978636111308413, -1582692277637264339, -2450547979012007869, 7995604170067970878, 8752606452362659461, -950953860750326178, 6419049337423235419, -6875279253192624604, 8969638298389547996, 433314507047027203, 7944536651315676631, 6433219469504130683, 7443727845646487185, 6160095770502130687, -105965041844509965, -8037263966208850358, 8032076242332799697, 2417024180649542646, -5474622084879120562, 4659921464541013069, 4666848448645062874, 9198667197255010288, 6831206045659158327, 6528712500537387829"
values_45,4,"{-7779013879072764992, -7888118894302507858, -8659491985973823179, -4873592479380807033"
values_33,13,"{4349523394567987234, 6739104544421263814, -4856916674194410468, -957122432143310391, -3614459077090485590, -4611738264541646644, 1603112371665807721, -4327713049928111517, -887655274361103174, -5225348197502401561, -1043294251301946626, -926035772760567546, -6559920780056508855"
values_15,10,"{-7025336161484947472, 7003051759374191729, 2788686529180218790, -3093654814726118317, 7604121868692260394, 1629702427825603019, -6110456543183556384, 8464417733890114216, 5418126798590155910, 8934280699865620767"
values_93,28,"{8483060498774642431, 9082464505682291281, 1656327696334105825, 5896814246529921011, 1959871494468319261, 4959312300480064156, -3678582360340851905, -5654716082326706604, -892197553185826499, -3263375329731615628, 983606340835794384, 9096093039111440699, -7511291165408371003, -6434444862848797766, 5876062280812567174, -5350437523291448151, -4192517650480090437, 2789119974227347503, -3584974916590262041, -920995569837854758, 3571612609622139425, -6691826576820363174, 4297256655314893650, 6414919172152409025, 8380598838308558342, 3236567745949204382, 917300993641744591, -1302274522246941365"
values_24,19,"{-5954972217160981597, -6781464284679283775, -1541405667658271157, -3127708419142949646, 6327074972582223645, -6319360867264940245, -8719608001497194568, 6836370387048576148, 8968300725123685872, 3148684360007902897, -7661064002334142630, 2615787269923243936, 8425023644634962007, 8598516410228336523, -622106531725820205, -1099952713848585547, 7619734321237915220, -7927893615806129421, -7323316784368815366"
values_25,12,"{-3723976056287767255, 8095004612305414230, -3648809469318246045, 4618183488939442599, -1515638046509214886, 2119893625492240760, -4939320804434821002, -7357074655208517462, 7236005309814158822, 7753755487415030103, 2833973898176379687, -8670313327886377792"
values_26,12,"{-1156004182876221397, -285897160161440041, 3179779226036372171, -5313550970527735149, -7624188151716251881, -60283580560492558, 5088775122590295972, -4206199960824558372, -8614906843961054862, 7788072587569453725, 3979546897965781513, -8880582565000938503"
values_48,3,"{5319799492830454148, 6736279270633442132, -3061186902887037564"
values_71,7,"{-9101598884380516485, 5518690812370737960, 41892387445434098, 7746293206215105758, -4886810583200761701, 41367387593612326, -3886109152684620349"
values_76,24,"{6226902333084200101, 1328974994213150393, 113804798964073758, -3041098986933517290, 7659211319832224258, -9030060567933570026, -226861445554105632, 8026462680371785307, 3779565128726951840, 7825283981504261444, -3212014970772458210, -6545187714265619097, -2813143482556891909, -3322086193268977478, 837646708584214503, 5437727701138338497, -3839911736989578447, -7587309264570685117, -655810687468098606, -3222478063526577910, -2260885008581587483, -4917237061334020353, 7000098362683957978, 3721020751066792517"
values_7,2,"{-1780617810422911506, -6763876124542426315"
