inputName,n
11,8
19,8
12,8
38,22
81,21
5,23
40,4
70,10
23,23
72,10
79,10
78,10
87,21
6,23
68,2
69,2
1,23
45,4
33,22
15,8
93,18
24,23
25,23
26,23
48,4
71,10
76,10
7,23
50,9
22,23
4,23
32,22
77,10
91,18
42,4
13,8
41,4
55,9
31,22
66,2
65,2
62,2
21,23
95,18
84,21
58,9
64,2
83,21
94,18
0,23
99,18
96,18
67,2
61,2
43,4
2,23
54,9
30,22
59,9
85,21
74,10
90,18
18,8
52,9
44,4
17,8
36,22
49,4
86,21
37,22
56,9
63,2
35,22
97,18
75,10
57,9
88,21
10,8
53,9
8,23
39,22
47,4
60,2
89,21
51,9
14,8
28,23
16,8
34,22
82,21
46,4
27,23
20,23
9,23
92,18
3,23
98,18
29,23
80,21
73,10
