inputName,n
11,13
19,32
12,26
38,30
81,16
5,5
40,29
70,32
23,7
72,13
79,24
78,21
87,17
6,5
68,31
69,18
1,28
45,6
33,9
15,15
93,6
24,29
25,11
26,24
48,15
71,25
76,15
7,9
50,25
22,11
4,12
32,18
77,9
91,17
42,6
13,25
41,24
55,21
31,31
66,26
65,13
62,4
21,26
95,28
84,15
58,28
64,17
83,26
94,32
0,28
99,18
96,26
67,23
61,17
43,24
2,2
54,19
30,6
59,15
85,24
74,16
90,32
18,15
52,29
44,22
17,8
36,20
49,8
86,8
37,13
56,10
63,24
35,27
97,8
75,18
57,7
88,5
10,7
53,19
8,28
39,30
47,13
60,24
89,30
51,12
14,3
28,2
16,25
34,12
82,19
46,7
27,3
20,22
9,2
92,10
3,25
98,3
29,11
80,7
73,29
