inputName,idum
11,-73688499
19,-892717217
12,105889669
38,-1379990925
81,1535493091
5,-236543942
40,1967962383
70,-897629966
23,856285301
72,863654081
79,-202629445
78,-199486328
87,-58569296
6,-2044685740
68,1286556803
69,718988661
1,943346312
45,2077010176
33,1082945703
15,2095326412
93,1276718505
24,675999152
25,-1826943730
26,1691872313
48,426092083
71,615253090
76,1021174539
7,1336002667
50,1654876351
22,1804419884
4,2103123007
32,-1775927800
77,-261840393
91,-1197418009
42,-646030830
13,-518835098
41,929155928
55,-1436076384
31,672797644
66,6990875
65,1455237786
62,-756519925
21,-631258426
95,746858565
84,1292297541
58,-1192735927
64,-389120543
83,-292909811
94,-2092424041
0,23829529
99,-1463958857
96,1453772284
67,-316365363
61,354424881
43,-409927781
2,380230460
54,-576153586
30,2002422439
59,-73564183
85,305220575
74,1349924811
90,-20219029
18,1574531508
52,829824901
44,1972737201
17,1114796670
36,242713553
49,974513783
86,1366725415
37,-1736689783
56,-953192835
63,1359908822
35,1236356941
97,845619288
75,-131139026
57,1743522636
88,58389792
10,-1886895245
53,-750473442
8,2009845125
39,1187625171
47,-696014177
60,1396367760
89,1935809240
51,-1121112353
14,-1171770460
28,-997559560
16,-1209243613
34,-1837982728
82,-1327649776
46,1071473031
27,828540379
20,-917365176
9,1774302227
92,-363712832
3,862829555
98,1105758374
29,-1935324004
80,1545390467
73,-1759627890
