inputName,n
values_11,16
values_19,30
values_12,2
values_38,25
values_81,5
values_5,15
values_40,29
values_70,8
values_23,5
values_72,16
values_79,26
values_78,27
values_87,30
values_6,6
values_68,10
values_69,2
values_1,15
values_45,17
values_33,31
values_15,16
values_93,14
values_24,16
values_25,22
values_26,22
values_48,19
values_71,2
values_76,26
values_7,30
values_50,18
values_22,10
values_4,29
values_32,19
values_77,24
values_91,25
values_42,7
values_13,16
values_41,12
values_55,30
values_31,14
values_66,27
values_65,21
values_62,10
values_21,11
values_95,23
values_84,9
values_58,28
values_64,21
values_83,4
values_94,22
values_0,6
values_99,9
values_96,4
values_67,14
values_61,17
values_43,24
values_2,24
values_54,19
values_30,16
values_59,16
values_85,16
values_74,6
values_90,21
values_18,18
values_52,6
values_44,28
values_17,14
values_36,12
values_49,3
values_86,29
values_37,10
values_56,32
values_63,31
values_35,3
values_97,31
values_75,28
values_57,9
values_88,6
values_10,3
values_53,32
values_8,15
values_39,17
values_47,32
values_60,13
values_89,6
values_51,24
values_14,6
values_28,17
values_16,23
values_34,10
values_82,4
values_46,20
values_27,3
values_20,27
values_9,23
values_92,6
values_3,23
values_98,15
values_29,28
values_80,19
values_73,10
