inputName,n
11,86
19,53
12,125
38,36
81,76
5,61
40,29
70,74
23,11
72,100
79,64
78,115
87,47
6,85
68,79
69,69
1,79
45,65
33,111
15,69
93,55
24,17
25,117
26,35
48,113
71,52
76,38
7,108
50,68
22,33
4,42
32,57
77,77
91,24
42,65
13,87
41,7
55,32
31,69
66,26
65,82
62,91
21,32
95,7
84,111
58,5
64,43
83,125
94,109
0,110
99,34
96,127
67,125
61,118
43,34
2,29
54,67
30,45
59,70
85,85
74,4
90,26
18,33
52,31
44,75
17,26
36,111
49,48
86,96
37,54
56,127
63,98
35,92
97,20
75,83
57,17
88,26
10,48
53,98
8,69
39,124
47,54
60,57
89,54
51,19
14,77
28,112
16,83
34,53
82,77
46,50
27,10
20,112
9,99
92,74
3,95
98,46
29,30
80,120
73,28
