inputName,size
11,5
19,18
12,7
38,27
81,23
5,27
40,7
70,30
23,19
72,26
79,16
78,22
87,3
6,29
68,6
69,17
1,32
45,8
33,6
15,5
93,12
24,22
25,21
26,20
48,26
71,18
76,14
7,18
50,3
22,29
4,10
32,26
77,23
91,2
42,31
13,7
41,7
55,13
31,23
66,31
65,13
62,27
21,15
95,26
84,11
58,10
64,21
83,5
94,23
0,32
99,20
96,16
67,10
61,13
43,27
2,28
54,7
30,25
59,24
85,6
74,21
90,32
18,8
52,17
44,15
17,13
36,26
49,32
86,8
37,17
56,21
63,14
35,3
97,30
75,18
57,12
88,26
10,7
53,18
8,4
39,22
47,8
60,26
89,16
51,15
14,2
28,18
16,15
34,29
82,18
46,27
27,14
20,18
9,19
92,16
3,24
98,16
29,18
80,22
73,26
