inputName,n,key,arr[n]
values_11,24,15,"{-120, 12, -73, -25, 126, -30, 68, -82, 24, 4, 34, -99, 13, -29, -12, 104, 72, -60, -59, -55, 57, 38, 65, 42"
values_19,24,24,"{85, 11, 79, -60, -100, 79, 91, 62, 38, -51, 59, 75, -121, 100, 15, 48, 78, -64, -2, 124, 28, 67, 4, 70"
values_12,24,24,"{-70, -73, -103, 4, -31, -74, 65, -70, 31, -109, 21, -80, 89, -124, 56, 2, -66, -89, -71, 1, 82, -108, 22, -62"
values_38,18,29,"{17, -52, -53, -58, -53, 39, 113, 118, 121, -117, 93, -117, 26, 51, 29, -33, 101, -56"
values_81,16,15,"{-110, 33, 70, 86, -81, 61, 120, 111, -42, -6, 19, -116, 120, 53, -103, 19"
values_5,15,20,"{-24, -5, 103, 61, 61, -92, 10, 5, -83, 22, 107, -78, -112, -32, 73"
values_40,30,4,"{45, -3, 11, -63, 62, 34, 19, -107, 99, 88, 115, 88, -56, -49, 32, 114, 59, 28, 89, -17, 59, 69, -34, -63, 85, 66, -80, -103, 49, -117"
values_70,24,4,"{-79, 95, 51, -96, 99, -25, -65, -51, 93, -81, 64, 68, -71, 71, -80, 32, 13, -51, 74, -72, -107, 23, -67, -14"
values_23,22,20,"{-43, -43, 18, -59, -92, 88, 59, -2, 53, 39, -117, 22, -65, -71, 75, 113, -91, -53, -96, 33, 97, 94"
values_72,24,24,"{-103, 62, 100, 45, 19, -39, 87, -18, 86, 118, 7, 79, 95, 59, 50, -110, -1, 40, -8, 59, 12, -58, -43, 24"
values_79,24,24,"{-87, -127, -1, -8, 103, -121, 37, 41, 18, 88, -69, 106, -120, 60, -109, -9, -125, -83, 46, -16, 82, -37, -18, -2"
values_78,24,29,"{-81, -111, -41, 91, 116, -26, -9, 2, 120, -33, 37, -37, -102, 36, -19, -29, 31, 65, 125, -71, -37, 60, 2, -33"
values_87,16,2,"{-6, -71, -1, 15, -99, -90, 96, 67, -125, 51, 21, -75, -52, 28, 33, -16"
values_6,15,29,"{112, 6, -42, -57, -64, -80, -86, -27, 36, -45, -102, 62, -127, 83, -114"
values_68,23,29,"{11, -9, 109, -47, 52, 45, 13, -91, 116, 86, 58, 103, -93, 110, -116, 108, 113, 27, 120, 0, 76, -115, 85"
values_69,23,24,"{-62, 73, 17, -120, 85, -111, -60, -117, -124, 124, 39, -114, 90, -43, -113, -20, 102, -22, 11, -51, -55, 87, 86"
values_1,15,15,"{-98, -74, 34, 44, 36, -24, -66, 66, 77, -97, 75, -73, 86, 94, 118"
values_45,30,20,"{-42, 98, 19, -32, -110, -11, 31, 59, 76, -51, 77, 37, 106, 16, -116, 85, 14, -73, -81, -33, -59, 82, 80, 29, -105, -103, -59, -85, -81, -49"
values_33,18,20,"{-4, -88, 107, -121, -89, -17, -37, -8, -26, -43, 72, -122, -47, -119, 108, 94, -78, -128"
values_15,24,20,"{-105, -120, 70, -22, -17, 83, -128, -13, 85, 108, 58, -119, 35, -36, 94, -78, 48, -61, 79, -107, -34, 9, 81, 25"
values_93,10,20,"{-103, -38, 30, 106, -74, 9, -56, -14, 100, 31"
values_24,22,10,"{115, 31, -62, -89, 69, -59, -114, -105, -44, -33, 124, -99, -79, -75, -29, 118, -30, 17, -77, -109, -69, 55"
values_25,22,20,"{24, -35, 2, 13, 111, -23, -84, 29, -113, 44, -42, 110, -73, -66, 108, 62, -115, -58, -24, -99, -60, 68"
values_26,22,29,"{-126, -49, -113, 15, 58, -5, -23, -120, -93, -100, -98, -65, 67, 100, 4, -39, -54, 29, -22, 33, -35, 39"
values_48,30,29,"{38, 89, 80, 6, -102, -22, -35, 31, 67, 91, 95, 25, 109, -112, -110, -109, 121, -62, 57, 49, -26, 39, 5, -114, -12, -58, 29, -21, 66, -65"
values_71,24,15,"{-124, 47, -43, -34, -28, -45, 12, 11, 106, -76, 33, 45, 93, -68, -59, -100, -125, -43, -63, 117, 46, 121, 1, 91"
values_76,24,29,"{-24, 100, 100, -82, 120, 2, 116, 41, 51, 6, 46, 20, -58, 104, -5, 49, -58, -117, -7, -59, 93, 47, -98, 79"
values_7,15,2,"{34, 43, -69, -80, -65, -104, 0, 109, -120, -22, -118, -119, -32, -69, 87"
values_50,20,4,"{-61, 99, 59, -125, 41, 56, -62, -10, 121, -90, 116, -26, 35, 114, 89, -73, 107, 39, -33, 90"
values_22,22,24,"{-3, -28, 68, -26, 68, 55, 54, 91, 123, -56, 18, 91, -70, 122, 126, 80, -17, -7, 81, 31, -118, 21"
values_4,15,10,"{120, -66, -55, 6, -89, 96, -62, -62, -15, -109, -119, -45, 125, 14, -15"
values_32,18,24,"{18, 48, -79, 85, -12, -100, -62, -29, -117, -60, -68, 120, -79, 124, -19, 97, 120, -114"
values_77,24,2,"{16, 8, 26, -75, -51, -67, -8, -5, 100, 44, -84, 67, -28, -45, -108, 111, -77, -40, 76, 23, -123, -54, -34, 66"
values_91,10,15,"{-88, 102, 103, 8, -111, 32, -32, -16, 12, 116"
values_42,30,24,"{-40, -113, 75, 119, -113, 46, 44, -113, -24, -101, -41, 13, -103, 9, 85, -89, 79, 35, 56, 105, -74, -105, 100, -83, 76, 30, -120, -66, -4, -110"
values_13,24,20,"{-110, -73, 14, -76, 64, -56, -128, 11, -124, -12, -49, -62, -94, 66, 49, 75, 107, 57, -14, -83, -27, -65, 80, -31"
values_41,30,15,"{-45, 36, 1, 80, 116, -6, 114, -88, 117, -79, -116, 106, 111, 39, 67, 10, -28, -120, -95, 111, 88, -103, -64, -36, 80, -23, 83, -52, 121, 27"
values_55,20,20,"{119, -20, -86, 74, -28, -120, -10, 19, 49, -34, -68, -96, 106, 123, 10, 25, 67, 12, -40, 63"
values_31,18,15,"{-75, 36, -78, 66, 27, -122, 79, 120, 7, -65, -120, -102, -26, 84, -105, 125, -2, 2"
values_66,23,29,"{-86, 121, 19, -68, 55, -100, -34, 91, 70, -38, 37, 122, -122, 9, -76, -101, -109, 108, 88, 107, 16, 111, 35"
values_65,23,20,"{-104, -23, -47, 76, 92, 107, 99, 48, 115, 45, -77, -73, -100, 62, 24, 108, 72, -80, 96, 96, 69, 35, -5"
values_62,23,24,"{118, 19, 88, -18, 71, 53, -82, -70, 0, -115, 23, -87, -111, 80, -114, 79, 34, 73, 47, -68, 91, 58, 15"
values_21,22,15,"{52, -16, 32, 115, 22, 17, -54, -43, 114, 121, 56, 60, -41, -91, 39, 54, 32, -60, 27, -125, -107, 30"
values_95,10,20,"{89, 119, 40, -114, -98, 19, 94, -63, -67, -22"
values_84,16,10,"{-4, 15, 76, -126, 10, 106, 88, 61, -92, 109, -66, -29, 74, 15, -20, -80"
values_58,20,29,"{-7, 29, 104, 21, 79, -92, -115, -23, 80, -46, 117, -76, 2, 39, 29, -123, 82, -10, -84, -34"
values_64,23,10,"{-96, -8, 87, -14, 91, 65, -8, 90, 52, 89, 57, -15, 29, 93, -25, 124, 0, -47, 106, -48, -58, -77, 57"
values_83,16,20,"{-13, 2, -111, 56, -51, -43, -76, 79, -39, 124, -14, -98, -41, -2, -56, -85"
values_94,10,10,"{-112, -69, 113, -63, 82, -106, -91, 92, -19, 56"
