inputName,n
values_11,12
values_19,9
values_12,15
values_38,15
values_81,5
values_5,30
values_40,20
values_70,27
values_23,23
values_72,27
values_79,18
values_78,25
values_87,19
values_6,25
values_68,22
values_69,8
values_1,26
values_45,9
values_33,11
values_15,24
values_93,13
values_24,18
values_25,23
values_26,29
values_48,13
values_71,17
values_76,22
values_7,6
values_50,13
values_22,2
values_4,5
values_32,5
values_77,31
values_91,10
values_42,9
values_13,8
values_41,8
values_55,2
values_31,15
values_66,24
values_65,32
values_62,6
values_21,22
values_95,13
values_84,15
values_58,20
values_64,3
values_83,16
values_94,18
values_0,20
values_99,32
values_96,14
values_67,4
values_61,6
values_43,27
values_2,23
values_54,25
values_30,21
values_59,30
values_85,7
values_74,16
values_90,4
values_18,14
values_52,11
values_44,3
values_17,9
values_36,14
values_49,28
values_86,16
values_37,2
values_56,18
values_63,6
values_35,6
values_97,26
values_75,23
values_57,8
values_88,27
values_10,22
values_53,24
values_8,32
values_39,16
values_47,7
values_60,27
values_89,24
values_51,3
values_14,29
values_28,30
values_16,30
values_34,27
values_82,7
values_46,24
values_27,23
values_20,5
values_9,10
values_92,11
values_3,28
values_98,24
values_29,15
values_80,9
values_73,24
